House,Day,Minute,Outdoor (Zone - 0) Occupant,Bedroom (Zone - 1) Occupant,Livingroom (Zone - 2) Occupant,Kitchen (Zone - 3) Occupant,Bathroom (Zone - 4) Occupant
B,1,308,0,2,0,0,0
B,1,309,0,2,0,0,0
B,1,310,0,2,0,0,0
B,1,311,0,2,0,0,0
B,1,312,0,2,0,0,0
B,1,313,0,2,0,0,0
B,1,314,0,2,0,0,0
B,1,315,0,2,0,0,0
B,1,316,0,2,0,0,0
B,1,317,0,2,0,0,0
B,1,318,0,2,0,0,0
B,1,319,0,2,0,0,0
B,1,320,0,2,0,0,0
B,1,321,0,2,0,0,0
B,1,322,0,2,0,0,0
B,1,323,1,1,0,0,0
B,1,324,0,2,0,0,0
B,1,325,0,2,0,0,0
B,1,326,0,2,0,0,0
B,1,327,0,2,0,0,0
B,1,328,0,2,0,0,0
B,1,329,0,2,0,0,0
B,1,330,0,2,0,0,0
B,1,331,0,2,0,0,0
B,1,332,0,2,0,0,0
B,1,333,0,2,0,0,0
B,1,334,0,2,0,0,0
B,1,335,0,2,0,0,0
B,1,336,0,2,0,0,0
B,1,337,0,2,0,0,0
B,1,338,0,2,0,0,0
B,1,339,0,2,0,0,0
B,1,340,0,2,0,0,0
B,1,341,0,2,0,0,0
B,1,342,0,2,0,0,0
B,1,343,0,2,0,0,0
B,1,344,0,2,0,0,0
B,1,345,0,2,0,0,0
B,1,346,0,2,0,0,0
B,1,347,0,2,0,0,0
B,1,348,0,2,0,0,0
B,1,349,0,2,0,0,0
B,1,350,0,2,0,0,0
B,1,351,0,2,0,0,0
B,1,352,0,2,0,0,0
B,1,353,0,2,0,0,0
B,1,354,0,2,0,0,0
B,1,355,0,2,0,0,0
B,1,356,0,2,0,0,0
B,1,357,0,2,0,0,0
B,1,358,0,2,0,0,0
B,1,359,0,2,0,0,0
B,1,360,0,2,0,0,0
B,1,361,0,2,0,0,0
B,1,362,0,2,0,0,0
B,1,363,0,2,0,0,0
B,1,364,0,2,0,0,0
B,1,365,0,2,0,0,0
B,1,366,0,2,0,0,0
B,1,367,0,2,0,0,0
B,1,368,0,2,0,0,0
B,1,369,0,2,0,0,0
B,1,370,0,2,0,0,0
B,1,371,0,2,0,0,0
B,1,372,0,2,0,0,0
B,1,373,0,2,0,0,0
B,1,374,0,2,0,0,0
B,1,375,0,2,0,0,0
B,1,376,0,2,0,0,0
B,1,377,0,2,0,0,0
B,1,378,0,2,0,0,0
B,1,379,0,2,0,0,0
B,1,380,0,2,0,0,0
B,1,381,0,2,0,0,0
B,1,382,0,2,0,0,0
B,1,383,0,2,0,0,0
B,1,384,0,2,0,0,0
B,1,385,0,2,0,0,0
B,1,386,0,2,0,0,0
B,1,387,0,2,0,0,0
B,1,388,0,2,0,0,0
B,1,389,0,2,0,0,0
B,1,390,0,2,0,0,0
B,1,391,0,2,0,0,0
B,1,392,0,2,0,0,0
B,1,393,0,2,0,0,0
B,1,394,0,2,0,0,0
B,1,395,0,2,0,0,0
B,1,396,0,2,0,0,0
B,1,397,0,2,0,0,0
B,1,398,0,2,0,0,0
B,1,399,0,2,0,0,0
B,1,400,0,2,0,0,0
B,1,401,0,2,0,0,0
B,1,402,0,2,0,0,0
B,1,403,0,2,0,0,0
B,1,404,0,2,0,0,0
B,1,405,0,2,0,0,0
B,1,406,0,2,0,0,0
B,1,407,0,2,0,0,0
B,1,408,0,2,0,0,0
B,1,409,0,2,0,0,0
B,1,410,0,2,0,0,0
B,1,411,0,2,0,0,0
B,1,412,0,2,0,0,0
B,1,413,0,2,0,0,0
B,1,414,0,2,0,0,0
B,1,415,0,2,0,0,0
B,1,416,0,2,0,0,0
B,1,417,0,2,0,0,0
B,1,418,0,2,0,0,0
B,1,419,0,2,0,0,0
B,1,420,0,2,0,0,0
B,1,421,0,2,0,0,0
B,1,422,0,2,0,0,0
B,1,423,0,2,0,0,0
B,1,424,0,2,0,0,0
B,1,425,0,2,0,0,0
B,1,426,0,2,0,0,0
B,1,427,0,2,0,0,0
B,1,428,0,2,0,0,0
B,1,429,0,2,0,0,0
B,1,430,0,2,0,0,0
B,1,431,0,2,0,0,0
B,1,432,0,2,0,0,0
B,1,433,0,2,0,0,0
B,1,434,0,2,0,0,0
B,1,435,0,2,0,0,0
B,1,436,0,2,0,0,0
B,1,437,0,2,0,0,0
B,1,438,0,2,0,0,0
B,1,439,0,2,0,0,0
B,1,440,0,2,0,0,0
B,1,441,0,2,0,0,0
B,1,442,0,2,0,0,0
B,1,443,0,2,0,0,0
B,1,444,0,2,0,0,0
B,1,445,0,2,0,0,0
B,1,446,0,2,0,0,0
B,1,447,0,2,0,0,0
B,1,448,0,2,0,0,0
B,1,449,0,2,0,0,0
B,1,450,0,2,0,0,0
B,1,451,0,2,0,0,0
B,1,452,0,2,0,0,0
B,1,453,0,2,0,0,0
B,1,454,0,2,0,0,0
B,1,455,0,2,0,0,0
B,1,456,0,2,0,0,0
B,1,457,0,2,0,0,0
B,1,458,0,2,0,0,0
B,1,459,0,2,0,0,0
B,1,460,0,2,0,0,0
B,1,461,0,2,0,0,0
B,1,462,0,2,0,0,0
B,1,463,0,2,0,0,0
B,1,464,0,2,0,0,0
B,1,465,0,2,0,0,0
B,1,466,0,2,0,0,0
B,1,467,0,2,0,0,0
B,1,468,0,2,0,0,0
B,1,469,0,2,0,0,0
B,1,470,0,2,0,0,0
B,1,471,0,2,0,0,0
B,1,472,0,2,0,0,0
B,1,473,0,2,0,0,0
B,1,474,0,2,0,0,0
B,1,475,0,2,0,0,0
B,1,476,0,2,0,0,0
B,1,477,0,2,0,0,0
B,1,478,0,2,0,0,0
B,1,479,0,2,0,0,0
B,1,480,0,2,0,0,0
B,1,481,0,2,0,0,0
B,1,482,0,2,0,0,0
B,1,483,0,2,0,0,0
B,1,484,0,2,0,0,0
B,1,485,0,2,0,0,0
B,1,486,0,2,0,0,0
B,1,487,0,2,0,0,0
B,1,488,0,2,0,0,0
B,1,489,0,2,0,0,0
B,1,490,0,2,0,0,0
B,1,491,0,2,0,0,0
B,1,492,0,2,0,0,0
B,1,493,0,2,0,0,0
B,1,494,0,2,0,0,0
B,1,495,0,2,0,0,0
B,1,496,0,2,0,0,0
B,1,497,0,2,0,0,0
B,1,498,0,2,0,0,0
B,1,499,0,2,0,0,0
B,1,500,0,2,0,0,0
B,1,501,0,2,0,0,0
B,1,502,0,2,0,0,0
B,1,503,0,2,0,0,0
B,1,504,0,2,0,0,0
B,1,505,0,2,0,0,0
B,1,506,0,2,0,0,0
B,1,507,0,2,0,0,0
B,1,508,0,2,0,0,0
B,1,509,0,2,0,0,0
B,1,510,0,2,0,0,0
B,1,511,0,2,0,0,0
B,1,512,0,2,0,0,0
B,1,513,0,2,0,0,0
B,1,514,0,2,0,0,0
B,1,515,0,2,0,0,0
B,1,516,0,2,0,0,0
B,1,517,0,2,0,0,0
B,1,518,0,2,0,0,0
B,1,519,0,2,0,0,0
B,1,520,0,2,0,0,0
B,1,521,0,2,0,0,0
B,1,522,0,2,0,0,0
B,1,523,0,2,0,0,0
B,1,524,0,2,0,0,0
B,1,525,0,2,0,0,0
B,1,526,0,2,0,0,0
B,1,527,0,2,0,0,0
B,1,528,0,2,0,0,0
B,1,529,0,2,0,0,0
B,1,530,0,2,0,0,0
B,1,531,0,2,0,0,0
B,1,532,0,2,0,0,0
B,1,533,0,2,0,0,0
B,1,534,0,2,0,0,0
B,1,535,0,2,0,0,0
B,1,536,0,2,0,0,0
B,1,537,0,2,0,0,0
B,1,538,0,2,0,0,0
B,1,539,0,2,0,0,0
B,1,540,0,2,0,0,0
B,1,541,0,2,0,0,0
B,1,542,0,2,0,0,0
B,1,543,0,2,0,0,0
B,1,544,0,2,0,0,0
B,1,545,0,2,0,0,0
B,1,546,0,2,0,0,0
B,1,547,0,2,0,0,0
B,1,548,0,2,0,0,0
B,1,549,0,2,0,0,0
B,1,550,0,2,0,0,0
B,1,551,0,2,0,0,0
B,1,552,0,2,0,0,0
B,1,553,0,2,0,0,0
B,1,554,0,2,0,0,0
B,1,555,0,2,0,0,0
B,1,556,0,2,0,0,0
B,1,557,0,2,0,0,0
B,1,558,0,2,0,0,0
B,1,559,0,2,0,0,0
B,1,560,0,2,0,0,0
B,1,561,0,2,0,0,0
B,1,562,0,2,0,0,0
B,1,563,0,2,0,0,0
B,1,564,0,2,0,0,0
B,1,565,0,2,0,0,0
B,1,566,0,2,0,0,0
B,1,567,0,2,0,0,0
B,1,568,0,2,0,0,0
B,1,569,0,2,0,0,0
B,1,570,0,2,0,0,0
B,1,571,0,2,0,0,0
B,1,572,0,2,0,0,0
B,1,573,0,2,0,0,0
B,1,574,0,2,0,0,0
B,1,575,0,2,0,0,0
B,1,576,0,2,0,0,0
B,1,577,0,2,0,0,0
B,1,578,0,2,0,0,0
B,1,579,0,2,0,0,0
B,1,580,0,2,0,0,0
B,1,581,0,2,0,0,0
B,1,582,0,2,0,0,0
B,1,583,0,2,0,0,0
B,1,584,0,2,0,0,0
B,1,585,0,2,0,0,0
B,1,586,0,2,0,0,0
B,1,587,0,2,0,0,0
B,1,588,0,2,0,0,0
B,1,589,0,2,0,0,0
B,1,590,0,2,0,0,0
B,1,591,0,2,0,0,0
B,1,592,0,2,0,0,0
B,1,593,0,2,0,0,0
B,1,594,0,2,0,0,0
B,1,595,0,2,0,0,0
B,1,596,0,2,0,0,0
B,1,597,0,2,0,0,0
B,1,598,0,2,0,0,0
B,1,599,0,2,0,0,0
B,1,600,0,2,0,0,0
B,1,601,0,2,0,0,0
B,1,602,0,2,0,0,0
B,1,603,0,2,0,0,0
B,1,604,0,2,0,0,0
B,1,605,0,2,0,0,0
B,1,606,0,2,0,0,0
B,1,607,0,2,0,0,0
B,1,608,0,2,0,0,0
B,1,609,0,2,0,0,0
B,1,610,0,2,0,0,0
B,1,611,0,2,0,0,0
B,1,612,0,2,0,0,0
B,1,613,0,2,0,0,0
B,1,614,0,2,0,0,0
B,1,615,0,2,0,0,0
B,1,616,0,2,0,0,0
B,1,617,0,2,0,0,0
B,1,618,0,2,0,0,0
B,1,619,0,2,0,0,0
B,1,620,0,1,0,0,1
B,1,621,0,1,0,0,1
B,1,622,0,1,0,0,1
B,1,623,0,1,0,0,1
B,1,624,0,1,0,0,1
B,1,625,0,1,0,0,1
B,1,626,0,1,0,0,1
B,1,627,0,1,0,0,1
B,1,628,0,1,0,0,1
B,1,629,0,1,1,0,0
B,1,630,0,1,1,0,0
B,1,631,0,1,1,0,0
B,1,632,0,1,1,0,0
B,1,633,0,1,1,0,0
B,1,634,0,1,1,0,0
B,1,635,0,1,1,0,0
B,1,636,0,1,1,0,0
B,1,637,0,1,1,0,0
B,1,638,0,1,1,0,0
B,1,639,0,1,1,0,0
B,1,640,0,1,1,0,0
B,1,641,0,1,1,0,0
B,1,642,0,1,1,0,0
B,1,643,0,1,1,0,0
B,1,644,0,1,1,0,0
B,1,645,0,1,1,0,0
B,1,646,0,1,1,0,0
B,1,647,0,1,1,0,0
B,1,648,1,0,1,0,0
B,1,649,1,0,1,0,0
B,1,650,1,0,1,0,0
B,1,651,1,0,1,0,0
B,1,652,1,0,1,0,0
B,1,653,0,0,1,0,1
B,1,654,0,0,1,0,1
B,1,655,0,0,1,0,1
B,1,656,0,0,1,0,1
B,1,657,0,0,1,1,0
B,1,658,0,0,1,1,0
B,1,659,0,0,1,1,0
B,1,660,0,0,1,1,0
B,1,661,0,0,1,1,0
B,1,662,0,0,1,1,0
B,1,663,0,0,1,1,0
B,1,664,0,0,1,1,0
B,1,665,0,0,1,1,0
B,1,666,0,0,1,1,0
B,1,667,0,0,1,1,0
B,1,668,0,0,1,1,0
B,1,669,0,0,1,1,0
B,1,670,0,0,1,1,0
B,1,671,0,0,1,1,0
B,1,672,0,0,0,2,0
B,1,673,0,0,0,2,0
B,1,674,0,0,0,2,0
B,1,675,0,0,0,2,0
B,1,676,0,0,0,2,0
B,1,677,0,0,0,2,0
B,1,678,0,0,0,2,0
B,1,679,0,0,0,2,0
B,1,680,0,0,0,2,0
B,1,681,0,0,0,2,0
B,1,682,0,0,0,2,0
B,1,683,0,0,0,2,0
B,1,684,0,0,0,2,0
B,1,685,0,0,0,2,0
B,1,686,0,0,0,2,0
B,1,687,0,0,0,2,0
B,1,688,0,0,0,2,0
B,1,689,0,0,1,1,0
B,1,690,0,0,1,1,0
B,1,691,1,0,1,0,0
B,1,692,1,0,1,0,0
B,1,693,1,0,1,0,0
B,1,694,1,0,1,0,0
B,1,695,1,0,1,0,0
B,1,696,1,0,1,0,0
B,1,697,1,0,1,0,0
B,1,698,1,0,1,0,0
B,1,699,1,0,1,0,0
B,1,700,1,0,0,0,1
B,1,701,1,0,0,0,1
B,1,702,1,0,0,0,1
B,1,703,1,0,0,0,1
B,1,704,1,0,0,0,1
B,1,705,1,0,0,0,1
B,1,706,1,0,0,0,1
B,1,707,1,0,0,0,1
B,1,708,1,0,0,0,1
B,1,709,1,0,0,0,1
B,1,710,1,0,0,0,1
B,1,711,0,0,1,0,1
B,1,712,0,0,1,0,1
B,1,713,0,0,2,0,0
B,1,714,0,0,2,0,0
B,1,715,0,0,2,0,0
B,1,716,0,0,2,0,0
B,1,717,0,0,2,0,0
B,1,718,0,0,2,0,0
B,1,719,0,0,2,0,0
B,1,720,0,0,2,0,0
B,1,721,0,0,2,0,0
B,1,722,0,0,2,0,0
B,1,723,0,0,2,0,0
B,1,724,0,0,2,0,0
B,1,725,0,0,2,0,0
B,1,726,0,0,2,0,0
B,1,727,0,0,2,0,0
B,1,728,0,0,2,0,0
B,1,729,0,0,2,0,0
B,1,730,0,0,2,0,0
B,1,731,0,0,2,0,0
B,1,732,0,0,2,0,0
B,1,733,0,0,2,0,0
B,1,734,0,0,2,0,0
B,1,735,0,0,2,0,0
B,1,736,0,0,2,0,0
B,1,737,0,0,2,0,0
B,1,738,0,0,2,0,0
B,1,739,0,0,2,0,0
B,1,740,0,0,2,0,0
B,1,741,0,0,2,0,0
B,1,742,0,0,2,0,0
B,1,743,0,0,2,0,0
B,1,744,0,0,2,0,0
B,1,745,0,0,2,0,0
B,1,746,0,0,2,0,0
B,1,747,0,0,2,0,0
B,1,748,0,0,2,0,0
B,1,749,0,0,2,0,0
B,1,750,0,0,2,0,0
B,1,751,0,0,2,0,0
B,1,752,0,0,2,0,0
B,1,753,0,0,2,0,0
B,1,754,0,0,2,0,0
B,1,755,0,0,2,0,0
B,1,756,0,0,2,0,0
B,1,757,0,0,2,0,0
B,1,758,0,0,2,0,0
B,1,759,0,0,2,0,0
B,1,760,0,0,2,0,0
B,1,761,0,0,2,0,0
B,1,762,0,0,2,0,0
B,1,763,0,0,2,0,0
B,1,764,0,0,2,0,0
B,1,765,0,0,2,0,0
B,1,766,0,0,2,0,0
B,1,767,0,0,2,0,0
B,1,768,0,0,2,0,0
B,1,769,0,0,2,0,0
B,1,770,0,0,2,0,0
B,1,771,0,0,2,0,0
B,1,772,0,0,2,0,0
B,1,773,0,0,2,0,0
B,1,774,0,0,2,0,0
B,1,775,0,0,2,0,0
B,1,776,0,0,2,0,0
B,1,777,0,0,2,0,0
B,1,778,0,0,2,0,0
B,1,779,0,0,2,0,0
B,1,780,0,0,2,0,0
B,1,781,0,0,2,0,0
B,1,782,0,0,2,0,0
B,1,783,0,0,2,0,0
B,1,784,0,0,2,0,0
B,1,785,0,0,2,0,0
B,1,786,0,0,2,0,0
B,1,787,0,0,2,0,0
B,1,788,0,0,2,0,0
B,1,789,0,0,2,0,0
B,1,790,0,0,2,0,0
B,1,791,0,0,2,0,0
B,1,792,0,0,2,0,0
B,1,793,0,0,2,0,0
B,1,794,0,0,2,0,0
B,1,795,0,0,2,0,0
B,1,796,0,0,2,0,0
B,1,797,0,0,2,0,0
B,1,798,0,0,2,0,0
B,1,799,0,0,2,0,0
B,1,800,0,0,2,0,0
B,1,801,0,0,2,0,0
B,1,802,0,0,2,0,0
B,1,803,0,0,2,0,0
B,1,804,0,0,2,0,0
B,1,805,0,0,2,0,0
B,1,806,0,0,2,0,0
B,1,807,0,0,2,0,0
B,1,808,0,0,2,0,0
B,1,809,0,0,2,0,0
B,1,810,0,0,2,0,0
B,1,811,0,0,2,0,0
B,1,812,0,0,2,0,0
B,1,813,0,0,2,0,0
B,1,814,0,0,2,0,0
B,1,815,0,0,2,0,0
B,1,816,0,0,2,0,0
B,1,817,0,0,2,0,0
B,1,818,0,0,2,0,0
B,1,819,0,0,2,0,0
B,1,820,0,0,2,0,0
B,1,821,0,0,2,0,0
B,1,822,0,0,2,0,0
B,1,823,0,0,2,0,0
B,1,824,0,0,2,0,0
B,1,825,0,0,2,0,0
B,1,826,0,0,2,0,0
B,1,827,0,0,2,0,0
B,1,828,0,0,2,0,0
B,1,829,0,0,2,0,0
B,1,830,0,0,2,0,0
B,1,831,0,0,2,0,0
B,1,832,0,0,2,0,0
B,1,833,0,0,2,0,0
B,1,834,0,0,2,0,0
B,1,835,0,0,2,0,0
B,1,836,0,0,2,0,0
B,1,837,0,0,2,0,0
B,1,838,0,0,2,0,0
B,1,839,0,0,2,0,0
B,1,840,0,0,1,0,1
B,1,841,0,0,2,0,0
B,1,842,0,0,2,0,0
B,1,843,0,0,2,0,0
B,1,844,0,0,2,0,0
B,1,845,0,0,2,0,0
B,1,846,0,0,2,0,0
B,1,847,0,0,2,0,0
B,1,848,0,0,2,0,0
B,1,849,0,0,2,0,0
B,1,850,0,0,2,0,0
B,1,851,0,0,2,0,0
B,1,852,0,0,2,0,0
B,1,853,0,0,2,0,0
B,1,854,0,0,2,0,0
B,1,855,0,0,2,0,0
B,1,856,0,0,2,0,0
B,1,857,0,0,2,0,0
B,1,858,0,0,2,0,0
B,1,859,0,0,2,0,0
B,1,860,0,0,2,0,0
B,1,861,0,0,2,0,0
