House,Day,Minute,Outdoor (Zone - 0) Occupant,Bedroom (Zone - 1) Occupant,Livingroom (Zone - 2) Occupant,Kitchen (Zone - 3) Occupant,Bathroom (Zone - 4) Occupant
A,1,64,0,1,0,0,1
A,1,65,0,2,0,0,0
A,1,66,0,2,0,0,0
A,1,67,0,2,0,0,0
A,1,68,0,2,0,0,0
A,1,69,0,2,0,0,0
A,1,70,0,2,0,0,0
A,1,71,0,2,0,0,0
A,1,72,0,2,0,0,0
A,1,73,0,2,0,0,0
A,1,74,0,2,0,0,0
A,1,75,0,2,0,0,0
A,1,76,0,2,0,0,0
A,1,77,0,2,0,0,0
A,1,78,0,2,0,0,0
A,1,79,0,2,0,0,0
A,1,80,0,2,0,0,0
A,1,81,0,2,0,0,0
A,1,82,0,2,0,0,0
A,1,83,0,2,0,0,0
A,1,84,0,2,0,0,0
A,1,85,0,2,0,0,0
A,1,86,0,2,0,0,0
A,1,87,0,2,0,0,0
A,1,88,0,2,0,0,0
A,1,89,0,2,0,0,0
A,1,90,0,2,0,0,0
A,1,91,0,2,0,0,0
A,1,92,0,2,0,0,0
A,1,93,0,2,0,0,0
A,1,94,0,2,0,0,0
A,1,95,0,2,0,0,0
A,1,96,0,2,0,0,0
A,1,97,0,2,0,0,0
A,1,98,0,2,0,0,0
A,1,99,0,2,0,0,0
A,1,100,0,2,0,0,0
A,1,101,0,2,0,0,0
A,1,102,0,2,0,0,0
A,1,103,0,2,0,0,0
A,1,104,0,2,0,0,0
A,1,105,0,2,0,0,0
A,1,106,0,2,0,0,0
A,1,107,0,2,0,0,0
A,1,108,0,2,0,0,0
A,1,109,0,2,0,0,0
A,1,110,0,2,0,0,0
A,1,111,0,2,0,0,0
A,1,112,0,2,0,0,0
A,1,113,0,2,0,0,0
A,1,114,0,2,0,0,0
A,1,115,0,2,0,0,0
A,1,116,0,2,0,0,0
A,1,117,0,2,0,0,0
A,1,118,0,2,0,0,0
A,1,119,0,2,0,0,0
A,1,120,0,2,0,0,0
A,1,121,0,2,0,0,0
A,1,122,0,2,0,0,0
A,1,123,0,2,0,0,0
A,1,124,0,2,0,0,0
A,1,125,0,2,0,0,0
A,1,126,0,2,0,0,0
A,1,127,0,2,0,0,0
A,1,128,0,2,0,0,0
A,1,129,0,2,0,0,0
A,1,130,0,2,0,0,0
A,1,131,0,2,0,0,0
A,1,132,0,2,0,0,0
A,1,133,0,2,0,0,0
A,1,134,0,2,0,0,0
A,1,135,0,2,0,0,0
A,1,136,0,2,0,0,0
A,1,137,0,2,0,0,0
A,1,138,0,2,0,0,0
A,1,139,0,2,0,0,0
A,1,140,0,2,0,0,0
A,1,141,0,2,0,0,0
A,1,142,0,2,0,0,0
A,1,143,0,2,0,0,0
A,1,144,0,2,0,0,0
A,1,145,0,2,0,0,0
A,1,146,0,2,0,0,0
A,1,147,0,2,0,0,0
A,1,148,0,2,0,0,0
A,1,149,0,2,0,0,0
A,1,150,0,2,0,0,0
A,1,151,0,2,0,0,0
A,1,152,0,2,0,0,0
A,1,153,0,2,0,0,0
A,1,154,0,2,0,0,0
A,1,155,0,2,0,0,0
A,1,156,0,2,0,0,0
A,1,157,0,2,0,0,0
A,1,158,0,2,0,0,0
A,1,159,0,2,0,0,0
A,1,160,0,2,0,0,0
A,1,161,0,2,0,0,0
A,1,162,0,2,0,0,0
A,1,163,0,2,0,0,0
A,1,164,0,2,0,0,0
A,1,165,0,2,0,0,0
A,1,166,0,2,0,0,0
A,1,167,0,2,0,0,0
A,1,168,0,2,0,0,0
A,1,169,0,2,0,0,0
A,1,170,0,2,0,0,0
A,1,171,0,2,0,0,0
A,1,172,0,2,0,0,0
A,1,173,0,2,0,0,0
A,1,174,0,2,0,0,0
A,1,175,0,2,0,0,0
A,1,176,0,2,0,0,0
A,1,177,0,2,0,0,0
A,1,178,0,2,0,0,0
A,1,179,0,2,0,0,0
A,1,180,0,2,0,0,0
A,1,181,0,2,0,0,0
A,1,182,0,2,0,0,0
A,1,183,0,2,0,0,0
A,1,184,0,2,0,0,0
A,1,185,0,2,0,0,0
A,1,186,0,2,0,0,0
A,1,187,0,2,0,0,0
A,1,188,0,2,0,0,0
A,1,189,0,2,0,0,0
A,1,190,0,2,0,0,0
A,1,191,0,2,0,0,0
A,1,192,0,2,0,0,0
A,1,193,0,2,0,0,0
A,1,194,0,2,0,0,0
A,1,195,0,2,0,0,0
A,1,196,0,2,0,0,0
A,1,197,0,2,0,0,0
A,1,198,0,2,0,0,0
A,1,199,0,2,0,0,0
A,1,200,0,2,0,0,0
A,1,201,0,2,0,0,0
A,1,202,0,2,0,0,0
A,1,203,0,2,0,0,0
A,1,204,0,2,0,0,0
A,1,205,0,2,0,0,0
A,1,206,0,2,0,0,0
A,1,207,0,2,0,0,0
A,1,208,0,2,0,0,0
A,1,209,0,2,0,0,0
A,1,210,0,2,0,0,0
A,1,211,0,2,0,0,0
A,1,212,0,2,0,0,0
A,1,213,0,2,0,0,0
A,1,214,0,2,0,0,0
A,1,215,0,2,0,0,0
A,1,216,0,2,0,0,0
A,1,217,0,2,0,0,0
A,1,218,0,2,0,0,0
A,1,219,0,2,0,0,0
A,1,220,0,2,0,0,0
A,1,221,0,2,0,0,0
A,1,222,0,2,0,0,0
A,1,223,0,2,0,0,0
A,1,224,0,2,0,0,0
A,1,225,0,2,0,0,0
A,1,226,0,2,0,0,0
A,1,227,0,2,0,0,0
A,1,228,0,2,0,0,0
A,1,229,0,2,0,0,0
A,1,230,0,2,0,0,0
A,1,231,0,2,0,0,0
A,1,232,0,2,0,0,0
A,1,233,0,2,0,0,0
A,1,234,0,2,0,0,0
A,1,235,0,2,0,0,0
A,1,236,0,2,0,0,0
A,1,237,0,2,0,0,0
A,1,238,0,2,0,0,0
A,1,239,0,2,0,0,0
A,1,240,0,2,0,0,0
A,1,241,0,2,0,0,0
A,1,242,0,2,0,0,0
A,1,243,0,2,0,0,0
A,1,244,0,2,0,0,0
A,1,245,0,2,0,0,0
A,1,246,0,2,0,0,0
A,1,247,0,2,0,0,0
A,1,248,0,2,0,0,0
A,1,249,0,2,0,0,0
A,1,250,0,2,0,0,0
A,1,251,0,2,0,0,0
A,1,252,0,2,0,0,0
A,1,253,0,2,0,0,0
A,1,254,0,2,0,0,0
A,1,255,0,2,0,0,0
A,1,256,0,2,0,0,0
A,1,257,0,2,0,0,0
A,1,258,0,2,0,0,0
A,1,259,0,2,0,0,0
A,1,260,0,2,0,0,0
A,1,261,0,2,0,0,0
A,1,262,0,2,0,0,0
A,1,263,0,2,0,0,0
A,1,264,0,2,0,0,0
A,1,265,0,2,0,0,0
A,1,266,0,2,0,0,0
A,1,267,0,2,0,0,0
A,1,268,0,2,0,0,0
A,1,269,0,2,0,0,0
A,1,270,0,2,0,0,0
A,1,271,0,2,0,0,0
A,1,272,0,2,0,0,0
A,1,273,0,2,0,0,0
A,1,274,0,2,0,0,0
A,1,275,0,2,0,0,0
A,1,276,0,2,0,0,0
A,1,277,0,2,0,0,0
A,1,278,0,2,0,0,0
A,1,279,0,2,0,0,0
A,1,280,0,2,0,0,0
A,1,281,0,2,0,0,0
A,1,282,0,2,0,0,0
A,1,283,0,2,0,0,0
A,1,284,0,2,0,0,0
A,1,285,0,2,0,0,0
A,1,286,0,2,0,0,0
A,1,287,0,2,0,0,0
A,1,288,0,2,0,0,0
A,1,289,0,2,0,0,0
A,1,290,0,2,0,0,0
A,1,291,0,2,0,0,0
A,1,292,0,2,0,0,0
A,1,293,0,2,0,0,0
A,1,294,0,2,0,0,0
A,1,295,0,2,0,0,0
A,1,296,0,2,0,0,0
A,1,297,0,2,0,0,0
A,1,298,0,2,0,0,0
A,1,299,0,2,0,0,0
A,1,300,0,2,0,0,0
A,1,301,0,2,0,0,0
A,1,302,0,2,0,0,0
A,1,303,0,2,0,0,0
A,1,304,0,2,0,0,0
A,1,305,0,2,0,0,0
A,1,306,0,2,0,0,0
A,1,307,0,2,0,0,0
A,1,308,0,2,0,0,0
A,1,309,0,2,0,0,0
A,1,310,0,2,0,0,0
A,1,311,0,2,0,0,0
A,1,312,0,2,0,0,0
A,1,313,0,2,0,0,0
A,1,314,0,2,0,0,0
A,1,315,0,2,0,0,0
A,1,316,0,2,0,0,0
A,1,317,0,2,0,0,0
A,1,318,0,2,0,0,0
A,1,319,0,2,0,0,0
A,1,320,0,2,0,0,0
A,1,321,0,2,0,0,0
A,1,322,0,2,0,0,0
A,1,323,0,2,0,0,0
A,1,324,0,2,0,0,0
A,1,325,0,2,0,0,0
A,1,326,0,2,0,0,0
A,1,327,0,2,0,0,0
A,1,328,0,2,0,0,0
A,1,329,0,2,0,0,0
A,1,330,0,2,0,0,0
A,1,331,0,2,0,0,0
A,1,332,0,2,0,0,0
A,1,333,0,2,0,0,0
A,1,334,0,2,0,0,0
A,1,335,0,2,0,0,0
A,1,336,0,2,0,0,0
A,1,337,0,2,0,0,0
A,1,338,0,2,0,0,0
A,1,339,0,2,0,0,0
A,1,340,0,2,0,0,0
A,1,341,0,2,0,0,0
A,1,342,0,2,0,0,0
A,1,343,0,2,0,0,0
A,1,344,0,2,0,0,0
A,1,345,0,2,0,0,0
A,1,346,0,2,0,0,0
A,1,347,0,2,0,0,0
A,1,348,0,2,0,0,0
A,1,349,0,2,0,0,0
A,1,350,0,2,0,0,0
A,1,351,0,2,0,0,0
A,1,352,0,2,0,0,0
A,1,353,0,2,0,0,0
A,1,354,0,2,0,0,0
A,1,355,0,2,0,0,0
A,1,356,0,2,0,0,0
A,1,357,0,2,0,0,0
A,1,358,0,2,0,0,0
A,1,359,0,2,0,0,0
A,1,360,0,2,0,0,0
A,1,361,0,2,0,0,0
A,1,362,0,2,0,0,0
A,1,363,0,2,0,0,0
A,1,364,0,2,0,0,0
A,1,365,0,2,0,0,0
A,1,366,0,2,0,0,0
A,1,367,0,2,0,0,0
A,1,368,0,2,0,0,0
A,1,369,0,2,0,0,0
A,1,370,0,2,0,0,0
A,1,371,0,2,0,0,0
A,1,372,0,2,0,0,0
A,1,373,0,2,0,0,0
A,1,374,0,2,0,0,0
A,1,375,0,2,0,0,0
A,1,376,0,2,0,0,0
A,1,377,0,2,0,0,0
A,1,378,0,2,0,0,0
A,1,379,0,2,0,0,0
A,1,380,0,2,0,0,0
A,1,381,0,2,0,0,0
A,1,382,0,2,0,0,0
A,1,383,0,2,0,0,0
A,1,384,0,1,0,0,1
A,1,385,0,1,0,0,1
A,1,386,0,1,0,0,1
A,1,387,0,1,0,0,1
A,1,388,0,1,0,0,1
A,1,389,0,1,0,0,1
A,1,390,0,1,0,0,1
A,1,391,0,1,0,0,1
A,1,392,0,1,0,0,1
A,1,393,0,1,0,0,1
A,1,394,0,1,0,0,1
A,1,395,0,1,0,0,1
A,1,396,0,2,0,0,0
A,1,397,0,2,0,0,0
A,1,398,0,2,0,0,0
A,1,399,1,1,0,0,0
A,1,400,1,1,0,0,0
A,1,401,1,1,0,0,0
A,1,402,1,1,0,0,0
A,1,403,1,1,0,0,0
A,1,404,1,1,0,0,0
A,1,405,1,1,0,0,0
A,1,406,1,1,0,0,0
A,1,407,1,1,0,0,0
A,1,408,1,1,0,0,0
A,1,409,1,1,0,0,0
A,1,410,1,1,0,0,0
A,1,411,1,1,0,0,0
A,1,412,1,1,0,0,0
A,1,413,1,1,0,0,0
A,1,414,1,1,0,0,0
A,1,415,1,1,0,0,0
A,1,416,1,1,0,0,0
A,1,417,1,1,0,0,0
A,1,418,1,1,0,0,0
A,1,419,1,1,0,0,0
A,1,420,1,1,0,0,0
A,1,421,1,1,0,0,0
A,1,422,1,1,0,0,0
A,1,423,1,1,0,0,0
A,1,424,1,1,0,0,0
A,1,425,1,1,0,0,0
A,1,426,1,1,0,0,0
A,1,427,1,1,0,0,0
A,1,428,1,1,0,0,0
A,1,429,1,1,0,0,0
A,1,430,1,1,0,0,0
A,1,431,1,1,0,0,0
A,1,432,1,1,0,0,0
A,1,433,1,1,0,0,0
A,1,434,1,1,0,0,0
A,1,435,1,1,0,0,0
A,1,436,1,1,0,0,0
A,1,437,1,1,0,0,0
A,1,438,1,1,0,0,0
A,1,439,1,1,0,0,0
A,1,440,1,1,0,0,0
A,1,441,1,1,0,0,0
A,1,442,1,1,0,0,0
A,1,443,1,1,0,0,0
A,1,444,1,1,0,0,0
A,1,445,1,1,0,0,0
A,1,446,1,1,0,0,0
A,1,447,1,1,0,0,0
A,1,448,1,1,0,0,0
A,1,449,1,1,0,0,0
A,1,450,1,1,0,0,0
A,1,451,1,1,0,0,0
A,1,452,1,1,0,0,0
A,1,453,1,1,0,0,0
A,1,454,1,1,0,0,0
A,1,455,1,1,0,0,0
A,1,456,1,1,0,0,0
A,1,457,1,1,0,0,0
A,1,458,1,1,0,0,0
A,1,459,1,1,0,0,0
A,1,460,1,1,0,0,0
A,1,461,1,1,0,0,0
A,1,462,1,1,0,0,0
A,1,463,1,1,0,0,0
A,1,464,1,1,0,0,0
A,1,465,1,1,0,0,0
A,1,466,1,1,0,0,0
A,1,467,1,1,0,0,0
A,1,468,1,1,0,0,0
A,1,469,1,1,0,0,0
A,1,470,1,1,0,0,0
A,1,471,1,1,0,0,0
A,1,472,1,1,0,0,0
A,1,473,1,1,0,0,0
A,1,474,1,1,0,0,0
A,1,475,1,1,0,0,0
A,1,476,1,1,0,0,0
A,1,477,1,1,0,0,0
A,1,478,1,1,0,0,0
A,1,479,1,1,0,0,0
A,1,480,1,1,0,0,0
A,1,481,1,1,0,0,0
A,1,482,1,1,0,0,0
A,1,483,1,1,0,0,0
A,1,484,1,1,0,0,0
A,1,485,1,1,0,0,0
A,1,486,1,1,0,0,0
A,1,487,1,1,0,0,0
A,1,488,1,1,0,0,0
A,1,489,1,1,0,0,0
A,1,490,1,1,0,0,0
A,1,491,1,1,0,0,0
A,1,492,1,1,0,0,0
A,1,493,1,1,0,0,0
A,1,494,1,1,0,0,0
A,1,495,1,1,0,0,0
A,1,496,1,1,0,0,0
A,1,497,1,1,0,0,0
A,1,498,1,1,0,0,0
A,1,499,1,1,0,0,0
A,1,500,1,1,0,0,0
A,1,501,1,1,0,0,0
A,1,502,1,1,0,0,0
A,1,503,1,1,0,0,0
A,1,504,1,1,0,0,0
A,1,505,1,1,0,0,0
A,1,506,1,1,0,0,0
A,1,507,1,1,0,0,0
A,1,508,1,1,0,0,0
A,1,509,1,1,0,0,0
A,1,510,1,1,0,0,0
A,1,511,1,1,0,0,0
A,1,512,1,1,0,0,0
A,1,513,1,1,0,0,0
A,1,514,1,1,0,0,0
A,1,515,1,1,0,0,0
A,1,516,1,1,0,0,0
A,1,517,1,1,0,0,0
A,1,518,1,1,0,0,0
A,1,519,1,1,0,0,0
A,1,520,1,1,0,0,0
A,1,521,1,1,0,0,0
A,1,522,1,1,0,0,0
A,1,523,1,1,0,0,0
A,1,524,1,1,0,0,0
A,1,525,1,1,0,0,0
A,1,526,1,1,0,0,0
A,1,527,1,1,0,0,0
A,1,528,1,1,0,0,0
A,1,529,1,1,0,0,0
A,1,530,1,1,0,0,0
A,1,531,1,1,0,0,0
A,1,532,1,1,0,0,0
A,1,533,1,1,0,0,0
A,1,534,1,1,0,0,0
A,1,535,1,1,0,0,0
A,1,536,1,1,0,0,0
A,1,537,1,1,0,0,0
A,1,538,1,1,0,0,0
A,1,539,1,1,0,0,0
A,1,540,1,1,0,0,0
A,1,541,1,1,0,0,0
A,1,542,1,1,0,0,0
A,1,543,1,1,0,0,0
A,1,544,1,1,0,0,0
A,1,545,1,1,0,0,0
A,1,546,2,0,0,0,0
A,1,547,2,0,0,0,0
A,1,548,2,0,0,0,0
A,1,549,2,0,0,0,0
A,1,550,2,0,0,0,0
A,1,551,2,0,0,0,0
A,1,552,1,0,1,0,0
A,1,553,1,0,1,0,0
A,1,554,1,0,1,0,0
A,1,555,1,0,1,0,0
A,1,556,1,0,1,0,0
A,1,557,1,0,1,0,0
A,1,558,1,0,1,0,0
A,1,559,1,0,1,0,0
A,1,560,1,0,1,0,0
A,1,561,1,0,1,0,0
A,1,562,1,0,1,0,0
A,1,563,1,0,1,0,0
A,1,564,1,0,1,0,0
A,1,565,1,0,1,0,0
A,1,566,1,0,1,0,0
A,1,567,1,0,1,0,0
A,1,568,1,0,1,0,0
A,1,569,1,0,1,0,0
A,1,570,1,0,1,0,0
A,1,571,1,0,1,0,0
A,1,572,1,0,1,0,0
A,1,573,1,0,1,0,0
A,1,574,1,0,1,0,0
A,1,575,1,0,1,0,0
A,1,576,1,0,1,0,0
A,1,577,1,0,0,1,0
A,1,578,1,0,0,1,0
A,1,579,1,0,0,1,0
A,1,580,1,0,0,1,0
A,1,581,1,0,0,1,0
A,1,582,1,0,0,1,0
A,1,583,1,0,0,1,0
A,1,584,1,0,0,1,0
A,1,585,1,0,0,1,0
A,1,586,1,0,0,1,0
A,1,587,1,0,0,1,0
A,1,588,1,0,0,1,0
A,1,589,1,0,0,1,0
A,1,590,1,0,0,1,0
A,1,591,1,0,0,1,0
A,1,592,1,0,0,1,0
A,1,593,1,0,0,1,0
A,1,594,1,0,0,1,0
A,1,595,1,0,0,1,0
A,1,596,1,0,0,1,0
A,1,597,1,0,0,1,0
A,1,598,1,0,0,1,0
A,1,599,1,0,0,1,0
A,1,600,1,0,0,1,0
A,1,601,1,0,0,1,0
A,1,602,1,0,0,1,0
A,1,603,1,0,0,1,0
A,1,604,1,0,0,1,0
A,1,605,1,0,0,1,0
A,1,606,1,0,0,1,0
A,1,607,1,0,0,1,0
A,1,608,1,0,0,1,0
A,1,609,1,0,0,1,0
A,1,610,1,0,0,1,0
A,1,611,1,0,0,1,0
A,1,612,1,0,0,1,0
A,1,613,1,0,0,1,0
A,1,614,1,0,0,1,0
A,1,615,1,0,0,1,0
A,1,616,1,0,0,1,0
A,1,617,1,0,0,1,0
A,1,618,1,0,0,1,0
A,1,619,1,0,0,1,0
A,1,620,1,0,0,1,0
A,1,621,1,0,0,0,1
A,1,622,1,0,0,0,1
A,1,623,1,1,0,0,0
A,1,624,1,1,0,0,0
A,1,625,1,1,0,0,0
A,1,626,1,1,0,0,0
A,1,627,1,1,0,0,0
A,1,628,1,1,0,0,0
A,1,629,1,1,0,0,0
A,1,630,1,1,0,0,0
A,1,631,1,1,0,0,0
A,1,632,1,1,0,0,0
A,1,633,1,1,0,0,0
A,1,634,1,1,0,0,0
A,1,635,1,1,0,0,0
A,1,636,1,1,0,0,0
A,1,637,1,1,0,0,0
A,1,638,1,1,0,0,0
A,1,639,1,1,0,0,0
A,1,640,1,1,0,0,0
A,1,641,1,1,0,0,0
A,1,642,1,1,0,0,0
A,1,643,1,1,0,0,0
A,1,644,1,1,0,0,0
A,1,645,1,1,0,0,0
A,1,646,1,1,0,0,0
A,1,647,1,1,0,0,0
A,1,648,1,1,0,0,0
A,1,649,1,1,0,0,0
A,1,650,1,1,0,0,0
A,1,651,1,1,0,0,0
A,1,652,1,1,0,0,0
A,1,653,1,1,0,0,0
A,1,654,1,1,0,0,0
A,1,655,1,1,0,0,0
A,1,656,1,1,0,0,0
A,1,657,1,1,0,0,0
A,1,658,1,1,0,0,0
A,1,659,1,1,0,0,0
A,1,660,1,1,0,0,0
A,1,661,1,1,0,0,0
A,1,662,1,1,0,0,0
A,1,663,1,0,0,0,1
A,1,664,1,0,0,0,1
A,1,665,1,0,0,0,1
A,1,666,1,0,0,0,1
A,1,667,1,0,1,0,0
A,1,668,1,0,1,0,0
A,1,669,1,0,1,0,0
A,1,670,1,0,1,0,0
A,1,671,1,0,1,0,0
A,1,672,1,0,1,0,0
A,1,673,1,0,1,0,0
A,1,674,1,0,1,0,0
A,1,675,1,0,1,0,0
A,1,676,1,0,1,0,0
A,1,677,1,0,1,0,0
A,1,678,1,0,1,0,0
A,1,679,1,0,1,0,0
A,1,680,1,0,1,0,0
A,1,681,1,0,1,0,0
A,1,682,1,0,1,0,0
A,1,683,1,0,1,0,0
A,1,684,1,0,1,0,0
A,1,685,1,0,1,0,0
A,1,686,1,0,1,0,0
A,1,687,1,0,1,0,0
A,1,688,1,0,1,0,0
A,1,689,1,0,1,0,0
A,1,690,1,0,1,0,0
A,1,691,1,0,1,0,0
A,1,692,1,0,1,0,0
A,1,693,1,0,1,0,0
A,1,694,1,0,1,0,0
A,1,695,1,0,1,0,0
A,1,696,1,0,1,0,0
A,1,697,1,0,1,0,0
A,1,698,1,0,1,0,0
A,1,699,1,0,1,0,0
A,1,700,1,0,1,0,0
A,1,701,1,0,1,0,0
A,1,702,1,0,1,0,0
A,1,703,1,0,1,0,0
A,1,704,1,0,1,0,0
A,1,705,1,0,1,0,0
A,1,706,1,0,1,0,0
A,1,707,1,0,1,0,0
A,1,708,1,0,1,0,0
A,1,709,1,0,1,0,0
A,1,710,1,0,1,0,0
A,1,711,1,0,1,0,0
A,1,712,1,0,1,0,0
A,1,713,1,0,1,0,0
A,1,714,1,0,1,0,0
A,1,715,1,0,1,0,0
A,1,716,1,0,1,0,0
A,1,717,1,0,1,0,0
A,1,718,1,0,1,0,0
A,1,719,1,0,1,0,0
A,1,720,1,0,1,0,0
A,1,721,1,0,1,0,0
A,1,722,1,0,1,0,0
A,1,723,1,0,1,0,0
A,1,724,1,0,1,0,0
A,1,725,1,0,1,0,0
A,1,726,1,0,1,0,0
A,1,727,1,0,1,0,0
A,1,728,1,0,1,0,0
A,1,729,1,0,1,0,0
A,1,730,1,0,1,0,0
A,1,731,1,0,1,0,0
A,1,732,1,0,1,0,0
A,1,733,1,0,1,0,0
A,1,734,1,0,1,0,0
A,1,735,1,0,1,0,0
A,1,736,1,0,1,0,0
A,1,737,1,0,1,0,0
A,1,738,1,0,1,0,0
A,1,739,1,0,1,0,0
A,1,740,1,0,1,0,0
A,1,741,1,0,1,0,0
A,1,742,1,0,1,0,0
A,1,743,1,0,1,0,0
A,1,744,1,0,1,0,0
A,1,745,1,0,1,0,0
A,1,746,1,0,1,0,0
A,1,747,1,0,1,0,0
A,1,748,1,0,1,0,0
A,1,749,1,0,1,0,0
A,1,750,1,0,1,0,0
A,1,751,1,0,1,0,0
A,1,752,1,0,1,0,0
A,1,753,1,0,1,0,0
A,1,754,1,0,1,0,0
A,1,755,1,0,1,0,0
A,1,756,1,0,1,0,0
A,1,757,1,0,1,0,0
A,1,758,1,0,1,0,0
A,1,759,1,0,1,0,0
A,1,760,1,0,1,0,0
A,1,761,1,0,1,0,0
A,1,762,1,0,1,0,0
A,1,763,1,0,1,0,0
A,1,764,1,0,1,0,0
A,1,765,1,0,1,0,0
A,1,766,1,0,1,0,0
A,1,767,1,0,1,0,0
A,1,768,1,0,1,0,0
A,1,769,1,0,1,0,0
A,1,770,1,0,1,0,0
A,1,771,1,0,1,0,0
A,1,772,1,0,1,0,0
A,1,773,1,0,1,0,0
A,1,774,1,0,1,0,0
A,1,775,1,0,1,0,0
A,1,776,1,0,1,0,0
A,1,777,1,0,1,0,0
A,1,778,1,0,1,0,0
A,1,779,1,0,1,0,0
A,1,780,1,0,1,0,0
A,1,781,1,0,1,0,0
A,1,782,1,0,1,0,0
A,1,783,1,0,1,0,0
A,1,784,1,0,1,0,0
A,1,785,1,0,1,0,0
A,1,786,1,0,1,0,0
A,1,787,2,0,0,0,0
A,1,788,2,0,0,0,0
A,1,789,2,0,0,0,0
A,1,790,2,0,0,0,0
A,1,791,2,0,0,0,0
A,1,792,2,0,0,0,0
A,1,793,2,0,0,0,0
A,1,794,2,0,0,0,0
A,1,795,1,0,0,1,0
A,1,796,1,0,0,1,0
A,1,797,1,0,0,1,0
A,1,798,1,0,0,1,0
A,1,799,1,0,0,1,0
A,1,800,1,0,0,1,0
A,1,801,1,0,0,1,0
A,1,802,1,0,0,1,0
A,1,803,1,0,0,1,0
A,1,804,1,0,0,1,0
A,1,805,1,0,0,1,0
A,1,806,1,1,0,0,0
A,1,807,1,1,0,0,0
A,1,808,1,1,0,0,0
A,1,809,1,1,0,0,0
A,1,810,1,1,0,0,0
A,1,811,1,1,0,0,0
A,1,812,1,0,0,0,1
A,1,813,1,0,0,0,1
A,1,814,1,0,0,0,1
A,1,815,1,0,0,0,1
A,1,816,1,0,0,0,1
A,1,817,1,0,0,0,1
A,1,818,1,0,0,0,1
A,1,819,1,0,0,0,1
A,1,820,1,0,0,0,1
A,1,821,1,0,0,0,1
A,1,822,1,0,0,0,1
A,1,823,1,0,0,0,1
A,1,824,1,1,0,0,0
A,1,825,1,1,0,0,0
A,1,826,1,1,0,0,0
A,1,827,1,1,0,0,0
A,1,828,1,1,0,0,0
A,1,829,1,1,0,0,0
A,1,830,1,1,0,0,0
A,1,831,1,1,0,0,0
A,1,832,1,1,0,0,0
A,1,833,2,0,0,0,0
A,1,834,2,0,0,0,0
A,1,835,2,0,0,0,0
A,1,836,2,0,0,0,0
A,1,837,2,0,0,0,0
A,1,838,2,0,0,0,0
A,1,839,2,0,0,0,0
A,1,840,2,0,0,0,0
A,1,841,2,0,0,0,0
A,1,842,2,0,0,0,0
A,1,843,2,0,0,0,0
A,1,844,2,0,0,0,0
A,1,845,2,0,0,0,0
A,1,846,2,0,0,0,0
A,1,847,2,0,0,0,0
A,1,848,2,0,0,0,0
A,1,849,2,0,0,0,0
A,1,850,2,0,0,0,0
A,1,851,2,0,0,0,0
A,1,852,2,0,0,0,0
A,1,853,2,0,0,0,0
A,1,854,2,0,0,0,0
A,1,855,2,0,0,0,0
A,1,856,2,0,0,0,0
A,1,857,2,0,0,0,0
A,1,858,2,0,0,0,0
A,1,859,2,0,0,0,0
A,1,860,2,0,0,0,0
A,1,861,2,0,0,0,0
