House,Day,Minute,Occupant-1 Activity,Occupant-2 Activity
A,1,437,11,2
A,1,438,11,2
A,1,439,11,2
A,1,440,11,2
A,1,441,11,2
A,1,442,11,2
A,1,443,11,2
A,1,444,11,2
A,1,445,11,2
A,1,446,11,2
A,1,447,11,2
A,1,448,11,2
A,1,449,11,2
A,1,450,11,2
A,1,451,11,2
A,1,452,11,2
A,1,453,11,2
A,1,454,11,2
A,1,455,11,2
A,1,456,11,2
A,1,457,11,2
A,1,458,11,2
A,1,459,11,2
A,1,460,11,2
A,1,461,11,2
A,1,462,11,2
A,1,463,11,2
A,1,464,11,2
A,1,465,11,2
A,1,466,11,2
A,1,467,11,2
A,1,468,11,2
A,1,469,11,2
A,1,470,11,2
A,1,471,11,2
A,1,472,11,2
A,1,473,11,2
A,1,474,11,2
A,1,475,11,2
A,1,476,11,2
A,1,477,11,2
A,1,478,11,2
A,1,479,11,2
A,1,480,11,2
A,1,481,11,2
A,1,482,11,2
A,1,483,11,2
A,1,484,11,2
A,1,485,11,2
A,1,486,11,2
A,1,487,11,2
A,1,488,11,2
A,1,489,11,2
A,1,490,11,2
A,1,491,11,2
A,1,492,11,2
A,1,493,11,2
A,1,494,11,2
A,1,495,11,2
A,1,496,11,2
A,1,497,11,2
A,1,498,11,2
A,1,499,11,2
A,1,500,11,2
A,1,501,11,2
A,1,502,11,2
A,1,503,11,2
A,1,504,11,2
A,1,505,11,2
A,1,506,11,2
A,1,507,11,2
A,1,508,11,2
A,1,509,11,2
A,1,510,11,2
A,1,511,11,2
A,1,512,11,2
A,1,513,11,2
A,1,514,11,2
A,1,515,11,2
A,1,516,11,2
A,1,517,11,2
A,1,518,11,2
A,1,519,11,2
A,1,520,11,2
A,1,521,11,2
A,1,522,11,2
A,1,523,11,2
A,1,524,11,2
A,1,525,11,2
A,1,526,11,2
A,1,527,11,2
A,1,528,11,2
A,1,529,11,2
A,1,530,11,2
A,1,531,11,2
A,1,532,11,2
A,1,533,11,2
A,1,534,11,2
A,1,535,11,2
A,1,536,11,2
A,1,537,11,2
A,1,538,11,2
A,1,539,11,2
A,1,540,11,2
A,1,541,11,2
A,1,542,11,2
A,1,543,11,2
A,1,544,11,2
A,1,545,11,2
A,1,546,1,2
A,1,547,1,2
A,1,548,1,2
A,1,549,1,2
A,1,550,1,2
A,1,551,1,2
A,1,552,12,2
A,1,553,12,2
A,1,554,12,2
A,1,555,12,2
A,1,556,12,2
A,1,557,12,2
A,1,558,12,2
A,1,559,12,2
A,1,560,12,2
A,1,561,12,2
A,1,562,12,2
A,1,563,12,2
A,1,564,12,2
A,1,565,12,2
A,1,566,12,2
A,1,567,12,2
A,1,568,12,2
A,1,569,12,2
A,1,570,12,2
A,1,571,12,2
A,1,572,12,2
A,1,573,12,2
A,1,574,12,2
A,1,575,12,2
A,1,576,12,2
A,1,577,3,2
A,1,578,3,2
A,1,579,3,2
A,1,580,3,2
A,1,581,3,2
A,1,582,3,2
A,1,583,3,2
A,1,584,3,2
A,1,585,3,2
A,1,586,3,2
A,1,587,3,2
A,1,588,3,2
A,1,589,3,2
A,1,590,3,2
A,1,591,3,2
A,1,592,3,2
A,1,593,4,2
A,1,594,4,2
A,1,595,4,2
A,1,596,4,2
A,1,597,4,2
A,1,598,4,2
A,1,599,4,2
A,1,600,4,2
A,1,601,4,2
A,1,602,4,2
A,1,603,4,2
A,1,604,4,2
A,1,605,4,2
A,1,606,4,2
A,1,607,4,2
A,1,608,4,2
A,1,609,4,2
A,1,610,4,2
A,1,611,4,2
A,1,612,4,2
A,1,613,4,2
A,1,614,4,2
A,1,615,4,2
A,1,616,4,2
A,1,617,4,2
A,1,618,4,2
A,1,619,4,2
A,1,620,4,2
A,1,621,15,2
A,1,622,15,2
A,1,623,17,2
A,1,624,17,2
A,1,625,17,2
A,1,626,17,2
A,1,627,17,2
A,1,628,17,2
A,1,629,17,2
A,1,630,17,2
A,1,631,17,2
A,1,632,17,2
A,1,633,17,2
A,1,634,17,2
A,1,635,17,2
A,1,636,17,2
A,1,637,17,2
A,1,638,17,2
A,1,639,17,2
A,1,640,17,2
A,1,641,17,2
A,1,642,17,2
A,1,643,17,2
A,1,644,17,2
A,1,645,17,2
A,1,646,17,2
A,1,647,17,2
A,1,648,17,2
A,1,649,17,2
A,1,650,17,2
A,1,651,17,2
A,1,652,17,2
A,1,653,17,2
A,1,654,17,2
A,1,655,17,2
A,1,656,17,2
A,1,657,17,2
A,1,658,17,2
A,1,659,17,2
A,1,660,17,2
A,1,661,17,2
A,1,662,17,2
A,1,663,21,2
A,1,664,21,2
A,1,665,21,2
A,1,666,21,2
A,1,667,13,2
A,1,668,13,2
A,1,669,13,2
A,1,670,13,2
A,1,671,13,2
A,1,672,13,2
A,1,673,13,2
A,1,674,13,2
A,1,675,13,2
A,1,676,13,2
A,1,677,13,2
A,1,678,22,2
A,1,679,22,2
A,1,680,22,2
A,1,681,22,2
A,1,682,13,2
A,1,683,13,2
A,1,684,13,2
A,1,685,13,2
A,1,686,13,2
A,1,687,13,2
A,1,688,13,2
A,1,689,13,2
A,1,690,13,2
A,1,691,13,2
A,1,692,13,2
A,1,693,13,2
A,1,694,13,2
A,1,695,13,2
A,1,696,13,2
A,1,697,13,2
A,1,698,13,2
A,1,699,13,2
A,1,700,13,2
A,1,701,13,2
A,1,702,13,2
A,1,703,13,2
A,1,704,13,2
A,1,705,13,2
A,1,706,13,2
A,1,707,13,2
A,1,708,13,2
A,1,709,13,2
A,1,710,13,2
A,1,711,13,2
A,1,712,13,2
A,1,713,13,2
A,1,714,13,2
A,1,715,22,2
A,1,716,22,2
A,1,717,22,2
A,1,718,22,2
A,1,719,22,2
A,1,720,22,2
A,1,721,22,2
A,1,722,22,2
A,1,723,22,2
A,1,724,22,2
A,1,725,22,2
A,1,726,13,2
A,1,727,13,2
A,1,728,13,2
A,1,729,13,2
A,1,730,13,2
A,1,731,13,2
A,1,732,13,2
A,1,733,13,2
A,1,734,13,2
A,1,735,13,2
A,1,736,13,2
A,1,737,13,2
A,1,738,13,2
A,1,739,13,2
A,1,740,13,2
A,1,741,13,2
A,1,742,13,2
A,1,743,13,2
A,1,744,13,2
A,1,745,13,2
A,1,746,13,2
A,1,747,13,2
A,1,748,13,2
A,1,749,13,2
A,1,750,13,2
A,1,751,13,2
A,1,752,13,2
A,1,753,13,2
A,1,754,13,2
A,1,755,13,2
A,1,756,13,2
A,1,757,13,2
A,1,758,13,2
A,1,759,13,2
A,1,760,13,2
A,1,761,13,2
A,1,762,13,2
A,1,763,13,2
A,1,764,13,2
A,1,765,13,2
A,1,766,13,2
A,1,767,13,2
A,1,768,13,2
A,1,769,13,2
A,1,770,13,2
A,1,771,13,2
A,1,772,13,2
A,1,773,13,2
A,1,774,13,2
A,1,775,13,2
A,1,776,13,2
A,1,777,13,2
A,1,778,13,2
A,1,779,13,2
A,1,780,13,2
A,1,781,13,2
A,1,782,13,2
A,1,783,13,2
A,1,784,13,2
A,1,785,13,2
A,1,786,13,2
A,1,787,1,2
A,1,788,1,2
A,1,789,1,2
A,1,790,1,2
A,1,791,1,2
A,1,792,1,2
A,1,793,1,2
A,1,794,1,2
A,1,795,19,2
A,1,796,19,2
A,1,797,19,2
A,1,798,19,2
A,1,799,19,2
A,1,800,19,2
A,1,801,19,2
A,1,802,19,2
A,1,803,19,2
A,1,804,19,2
A,1,805,19,2
A,1,806,17,2
A,1,807,17,2
A,1,808,17,2
A,1,809,17,2
A,1,810,17,2
A,1,811,17,2
A,1,812,15,2
A,1,813,15,2
A,1,814,15,2
A,1,815,15,2
A,1,816,15,2
A,1,817,15,2
A,1,818,15,2
A,1,819,15,2
A,1,820,15,2
A,1,821,15,2
A,1,822,15,2
A,1,823,15,2
A,1,824,27,2
A,1,825,27,2
A,1,826,27,2
A,1,827,27,2
A,1,828,27,2
A,1,829,27,2
A,1,830,27,2
A,1,831,27,2
A,1,832,27,2
A,1,833,2,2
A,1,834,2,2
A,1,835,2,2
A,1,836,2,2
A,1,837,2,2
A,1,838,2,2
A,1,839,2,2
A,1,840,2,2
A,1,841,2,2
A,1,842,2,2
A,1,843,2,2
A,1,844,2,2
A,1,845,2,2
A,1,846,2,2
A,1,847,2,2
A,1,848,2,2
A,1,849,2,2
A,1,850,2,2
A,1,851,2,2
A,1,852,2,2
A,1,853,2,2
A,1,854,2,2
A,1,855,2,2
A,1,856,2,2
A,1,857,2,2
A,1,858,2,2
A,1,859,2,2
A,1,860,2,2
A,1,861,2,2
A,1,862,2,2
A,1,863,2,2
A,1,864,2,2
A,1,865,2,2
A,1,866,2,2
A,1,867,2,2
A,1,868,2,2
A,1,869,2,2
A,1,870,2,2
A,1,871,2,2
A,1,872,2,2
A,1,873,2,2
A,1,874,2,2
A,1,875,2,2
A,1,876,2,2
A,1,877,2,2
A,1,878,2,2
A,1,879,2,2
A,1,880,2,2
A,1,881,2,2
A,1,882,2,2
A,1,883,2,2
A,1,884,2,2
A,1,885,2,2
A,1,886,2,2
A,1,887,2,2
A,1,888,2,2
A,1,889,2,2
A,1,890,2,2
A,1,891,2,2
A,1,892,2,2
A,1,893,2,2
A,1,894,2,2
A,1,895,2,2
A,1,896,2,2
A,1,897,2,2
A,1,898,2,2
A,1,899,2,2
A,1,900,2,2
A,1,901,2,2
A,1,902,2,2
A,1,903,2,2
A,1,904,2,2
A,1,905,2,2
A,1,906,2,2
A,1,907,2,2
A,1,908,2,2
A,1,909,2,2
A,1,910,2,2
A,1,911,2,2
A,1,912,2,2
A,1,913,2,2
A,1,914,2,2
A,1,915,2,2
A,1,916,2,2
A,1,917,2,2
A,1,918,2,2
A,1,919,2,2
A,1,920,2,2
A,1,921,2,2
A,1,922,2,2
A,1,923,2,2
A,1,924,2,2
A,1,925,2,2
A,1,926,2,2
A,1,927,2,2
A,1,928,2,2
A,1,929,2,2
A,1,930,2,2
A,1,931,2,2
A,1,932,2,2
A,1,933,2,2
A,1,934,2,2
A,1,935,2,2
A,1,936,2,2
A,1,937,2,2
A,1,938,2,2
A,1,939,2,2
A,1,940,2,2
A,1,941,2,2
A,1,942,2,2
A,1,943,2,2
A,1,944,2,2
A,1,945,2,2
A,1,946,2,2
A,1,947,2,2
A,1,948,2,2
A,1,949,2,2
A,1,950,2,2
A,1,951,2,2
A,1,952,2,2
A,1,953,2,2
A,1,954,2,2
A,1,955,2,2
A,1,956,2,2
A,1,957,2,2
A,1,958,2,2
A,1,959,2,2
A,1,960,2,2
A,1,961,2,2
A,1,962,2,2
A,1,963,2,2
A,1,964,2,2
A,1,965,2,2
A,1,966,2,2
A,1,967,2,2
A,1,968,2,2
A,1,969,2,2
A,1,970,2,2
A,1,971,2,2
A,1,972,2,2
A,1,973,2,2
A,1,974,2,2
A,1,975,2,2
A,1,976,2,2
A,1,977,2,2
A,1,978,2,2
A,1,979,2,2
A,1,980,2,2
A,1,981,2,2
A,1,982,2,2
A,1,983,2,2
A,1,984,2,2
A,1,985,2,2
A,1,986,2,2
A,1,987,2,2
A,1,988,2,2
A,1,989,2,2
A,1,990,2,2
A,1,991,2,2
A,1,992,2,2
A,1,993,2,2
A,1,994,2,2
A,1,995,2,2
A,1,996,2,2
A,1,997,2,2
A,1,998,2,2
A,1,999,2,2
A,1,1000,2,2
A,1,1001,2,2
A,1,1002,2,2
A,1,1003,2,2
A,1,1004,2,2
A,1,1005,2,2
A,1,1006,2,2
A,1,1007,2,2
A,1,1008,2,2
A,1,1009,2,2
A,1,1010,2,2
A,1,1011,2,2
A,1,1012,2,2
A,1,1013,2,2
A,1,1014,2,2
A,1,1015,2,2
A,1,1016,2,2
A,1,1017,2,2
A,1,1018,2,2
A,1,1019,2,2
A,1,1020,2,2
A,1,1021,2,2
A,1,1022,2,2
A,1,1023,2,2
A,1,1024,2,2
A,1,1025,2,2
A,1,1026,2,2
A,1,1027,2,2
A,1,1028,2,2
A,1,1029,2,2
A,1,1030,2,2
A,1,1031,2,2
A,1,1032,2,2
A,1,1033,2,2
A,1,1034,2,2
A,1,1035,2,2
A,1,1036,2,2
A,1,1037,2,2
A,1,1038,2,2
A,1,1039,2,2
A,1,1040,2,2
A,1,1041,2,2
A,1,1042,2,2
A,1,1043,2,2
A,1,1044,2,2
A,1,1045,2,2
A,1,1046,2,2
A,1,1047,2,2
A,1,1048,2,2
A,1,1049,2,2
A,1,1050,2,2
A,1,1051,2,2
A,1,1052,2,2
A,1,1053,2,2
A,1,1054,2,2
A,1,1055,2,2
A,1,1056,2,2
A,1,1057,2,2
A,1,1058,2,2
A,1,1059,2,2
A,1,1060,2,2
A,1,1061,2,2
A,1,1062,2,2
A,1,1063,2,2
A,1,1064,2,2
A,1,1065,2,2
A,1,1066,2,2
A,1,1067,2,2
A,1,1068,2,2
A,1,1069,2,2
A,1,1070,2,2
A,1,1071,2,2
A,1,1072,2,14
A,1,1073,2,14
A,1,1074,2,14
A,1,1075,2,14
A,1,1076,2,14
A,1,1077,2,14
A,1,1078,2,14
A,1,1079,2,14
A,1,1080,2,14
A,1,1081,2,14
A,1,1082,2,14
A,1,1083,2,14
A,1,1084,2,14
A,1,1085,2,14
A,1,1086,2,14
A,1,1087,2,14
A,1,1088,2,14
A,1,1089,2,17
A,1,1090,2,12
A,1,1091,2,12
A,1,1092,2,12
A,1,1093,2,12
A,1,1094,2,12
A,1,1095,2,12
A,1,1096,2,12
A,1,1097,2,12
A,1,1098,2,12
A,1,1099,2,12
A,1,1100,2,12
A,1,1101,2,12
A,1,1102,2,12
A,1,1103,2,12
A,1,1104,2,12
A,1,1105,2,12
A,1,1106,2,12
A,1,1107,2,12
A,1,1108,2,12
A,1,1109,2,12
A,1,1110,2,12
A,1,1111,2,12
A,1,1112,2,12
A,1,1113,2,12
A,1,1114,2,12
A,1,1115,2,12
A,1,1116,2,12
A,1,1117,2,12
A,1,1118,2,12
A,1,1119,2,12
A,1,1120,2,12
A,1,1121,2,12
A,1,1122,2,12
A,1,1123,2,12
A,1,1124,2,12
A,1,1125,2,12
A,1,1126,2,12
A,1,1127,2,12
A,1,1128,2,12
A,1,1129,2,12
A,1,1130,2,12
A,1,1131,2,12
A,1,1132,2,12
A,1,1133,2,12
A,1,1134,2,12
A,1,1135,2,12
A,1,1136,2,12
A,1,1137,2,22
A,1,1138,2,22
A,1,1139,2,10
A,1,1140,2,10
A,1,1141,2,10
A,1,1142,2,22
A,1,1143,2,22
A,1,1144,2,22
A,1,1145,2,22
A,1,1146,2,22
A,1,1147,2,22
A,1,1148,2,22
A,1,1149,2,22
A,1,1150,2,22
A,1,1151,2,22
A,1,1152,2,22
A,1,1153,2,22
A,1,1154,2,22
A,1,1155,2,12
A,1,1156,2,12
A,1,1157,2,12
A,1,1158,2,12
A,1,1159,2,12
A,1,1160,2,12
A,1,1161,2,12
A,1,1162,2,12
A,1,1163,2,12
A,1,1164,2,12
A,1,1165,2,12
A,1,1166,2,12
A,1,1167,2,12
A,1,1168,2,12
A,1,1169,2,12
A,1,1170,2,12
A,1,1171,2,12
A,1,1172,2,12
A,1,1173,2,12
A,1,1174,2,12
A,1,1175,2,12
A,1,1176,2,12
A,1,1177,2,12
A,1,1178,2,12
A,1,1179,2,12
A,1,1180,2,12
A,1,1181,2,12
A,1,1182,2,12
A,1,1183,2,12
A,1,1184,2,12
A,1,1185,2,12
A,1,1186,2,12
A,1,1187,2,12
A,1,1188,2,12
A,1,1189,2,12
A,1,1190,2,12
A,1,1191,2,12
A,1,1192,2,12
A,1,1193,2,12
A,1,1194,2,12
A,1,1195,2,12
A,1,1196,2,12
A,1,1197,2,12
A,1,1198,2,12
A,1,1199,2,12
A,1,1200,2,12
A,1,1201,2,12
A,1,1202,2,12
A,1,1203,2,12
A,1,1204,2,12
A,1,1205,2,12
A,1,1206,2,12
A,1,1207,2,12
A,1,1208,2,12
A,1,1209,2,12
A,1,1210,2,12
A,1,1211,2,12
A,1,1212,2,12
A,1,1213,2,12
A,1,1214,2,12
A,1,1215,2,12
A,1,1216,2,22
A,1,1217,2,22
A,1,1218,2,22
A,1,1219,2,12
A,1,1220,2,12
A,1,1221,1,12
A,1,1222,1,12
A,1,1223,1,12
A,1,1224,1,12
A,1,1225,1,12
A,1,1226,1,12
A,1,1227,1,12
A,1,1228,1,12
A,1,1229,1,12
A,1,1230,1,12
A,1,1231,1,12
A,1,1232,7,12
A,1,1233,7,12
A,1,1234,7,12
A,1,1235,7,12
A,1,1236,7,12
A,1,1237,7,12
A,1,1238,7,12
A,1,1239,7,12
A,1,1240,7,12
A,1,1241,7,12
A,1,1242,7,12
A,1,1243,7,12
A,1,1244,7,12
A,1,1245,7,12
A,1,1246,7,12
A,1,1247,7,12
A,1,1248,7,12
A,1,1249,7,12
A,1,1250,7,12
A,1,1251,7,12
A,1,1252,7,12
A,1,1253,7,12
A,1,1254,7,12
A,1,1255,7,12
A,1,1256,7,12
A,1,1257,7,12
A,1,1258,7,12
A,1,1259,7,12
A,1,1260,7,12
A,1,1261,7,17
A,1,1262,7,17
A,1,1263,7,17
A,1,1264,7,17
A,1,1265,7,17
A,1,1266,7,17
A,1,1267,7,17
A,1,1268,7,17
A,1,1269,7,17
A,1,1270,7,17
A,1,1271,7,17
A,1,1272,22,17
A,1,1273,22,17
A,1,1274,22,17
A,1,1275,22,17
A,1,1276,22,17
A,1,1277,7,17
A,1,1278,7,17
A,1,1279,7,17
A,1,1280,7,17
A,1,1281,7,17
A,1,1282,7,17
A,1,1283,7,17
A,1,1284,7,17
A,1,1285,7,17
A,1,1286,7,17
A,1,1287,7,17
A,1,1288,7,17
A,1,1289,7,17
A,1,1290,7,17
A,1,1291,7,17
A,1,1292,7,17
A,1,1293,7,15
A,1,1294,7,15
A,1,1295,7,15
A,1,1296,7,8
A,1,1297,7,8
A,1,1298,7,8
A,1,1299,7,8
A,1,1300,8,8
A,1,1301,8,8
A,1,1302,8,8
A,1,1303,8,8
A,1,1304,8,8
A,1,1305,8,8
A,1,1306,8,8
A,1,1307,8,8
A,1,1308,8,8
A,1,1309,8,8
A,1,1310,8,8
A,1,1311,8,8
A,1,1312,8,8
A,1,1313,8,8
A,1,1314,8,8
A,1,1315,8,8
A,1,1316,8,8
A,1,1317,8,8
A,1,1318,8,8
A,1,1319,8,8
A,1,1320,8,8
A,1,1321,8,8
A,1,1322,8,8
A,1,1323,8,8
A,1,1324,8,9
A,1,1325,8,9
A,1,1326,8,9
A,1,1327,8,17
A,1,1328,17,17
A,1,1329,17,17
A,1,1330,17,17
A,1,1331,17,17
A,1,1332,17,17
A,1,1333,17,17
A,1,1334,17,17
A,1,1335,17,17
A,1,1336,17,17
A,1,1337,17,17
A,1,1338,17,17
A,1,1339,17,17
A,1,1340,17,17
A,1,1341,17,17
A,1,1342,17,17
A,1,1343,17,17
A,1,1344,17,17
A,1,1345,17,17
A,1,1346,17,17
A,1,1347,17,17
A,1,1348,17,17
A,1,1349,17,17
A,1,1350,17,17
A,1,1351,17,17
A,1,1352,17,17
A,1,1353,17,17
A,1,1354,17,17
A,1,1355,17,17
A,1,1356,17,17
A,1,1357,17,17
