House,Day,Occupant-2 Activity ID,Occupant-2 Zone ID,Start Time,Duration
A,14,2,0,0,8
A,14,25,2,9,8
A,14,27,1,18,3
A,14,12,2,22,28
A,14,10,3,51,9
A,14,16,1,61,23
A,14,14,4,85,29
A,14,10,3,115,32
A,14,21,4,148,17
A,14,12,2,166,0
A,14,15,4,167,2
A,14,11,1,170,327
A,14,15,4,498,32
A,14,27,1,531,10
A,14,2,0,542,897
A,15,16,1,0,85
A,15,12,2,86,17
A,15,11,1,104,325
A,15,15,4,430,2
A,15,16,1,433,70
A,15,15,4,504,25
A,15,1,0,530,5
A,15,27,1,536,7
A,15,2,0,544,318
A,15,27,1,863,32
A,15,15,4,896,22
A,15,12,2,919,7
A,15,1,0,927,3
A,15,12,2,931,16
A,15,2,0,948,462
A,15,12,2,1411,20
A,15,16,1,1432,59
A,16,14,4,52,21
A,16,10,3,74,2
A,16,16,1,77,41
A,16,10,3,119,41
A,16,15,4,161,8
A,16,12,2,170,32
A,16,11,1,203,172
A,16,15,4,376,2
A,16,11,1,379,207
A,16,2,0,587,5
A,16,15,4,593,23
A,16,18,2,617,54
A,16,16,1,672,39
A,16,12,2,712,130
A,16,15,4,843,1
A,16,12,2,845,145
A,16,17,1,991,7
A,16,12,2,999,12
A,16,27,1,1012,2
A,16,2,0,1015,41
A,16,12,2,1057,52
A,16,2,0,1110,232
A,16,27,1,1343,0
A,16,12,2,1344,95
A,17,17,1,0,94
A,17,10,3,95,34
A,17,21,4,130,3
A,17,1,0,134,5
A,17,12,2,140,15
A,17,15,4,156,2
A,17,11,1,159,334
A,17,15,4,494,30
A,17,27,1,525,6
A,17,2,0,532,855
A,17,12,2,1388,23
A,17,27,1,1412,6
A,17,14,4,1419,13
A,17,17,1,1433,6
A,18,12,2,0,44
A,18,10,3,45,36
A,18,14,4,82,11
A,18,1,0,94,4
A,18,12,2,99,3
A,18,10,3,103,35
A,18,12,2,139,17
A,18,21,4,157,21
A,18,11,1,179,124
A,18,15,4,304,2
A,18,11,1,307,189
A,18,15,4,497,24
A,18,27,1,522,10
A,18,2,0,533,852
A,18,12,2,1386,3
A,18,27,1,1390,2
A,18,15,4,1393,2
A,18,12,2,1396,43
A,19,2,0,0,36
A,19,27,1,37,2
A,19,12,2,40,8
A,19,9,3,49,3
A,19,17,1,53,39
A,19,14,4,93,2
A,19,12,2,96,3
A,19,11,1,100,351
A,19,15,4,452,3
A,19,16,1,456,29
A,19,20,4,486,11
A,19,27,1,498,8
A,19,2,0,507,613
A,19,22,2,1121,0
A,19,27,1,1122,4
A,19,22,2,1127,26
A,19,27,1,1154,0
A,19,1,0,1155,2
A,19,7,3,1158,2
A,19,15,4,1161,18
A,19,22,2,1180,25
A,19,7,3,1206,3
A,19,12,2,1210,8
A,19,8,3,1219,15
A,19,21,4,1235,4
A,19,2,0,1240,199
A,20,16,1,0,74
A,20,10,3,75,18
A,20,14,4,94,9
A,20,1,0,104,4
A,20,12,2,109,5
A,20,15,4,115,1
A,20,11,1,117,310
A,20,15,4,428,1
A,20,16,1,430,50
A,20,20,4,481,24
A,20,27,1,506,5
A,20,2,0,512,608
A,20,27,1,1121,3
A,20,1,0,1125,1
A,20,12,2,1127,37
A,20,7,3,1165,77
A,20,12,2,1243,83
A,20,16,1,1327,112
A,21,12,2,0,9
A,21,17,1,10,47
A,21,1,0,58,30
A,21,20,4,89,2
A,21,10,3,92,13
A,21,15,4,106,4
A,21,1,0,111,3
A,21,12,2,115,28
A,21,11,1,144,310
A,21,15,4,455,32
A,21,27,1,488,7
A,21,2,0,496,608
A,21,27,1,1105,2
A,21,1,0,1108,3
A,21,22,2,1112,33
A,21,1,0,1146,4
A,21,7,3,1151,92
A,21,12,2,1244,56
A,21,10,3,1301,0
A,21,12,2,1302,20
A,21,15,4,1323,4
A,21,22,2,1328,67
A,21,1,0,1396,4
A,21,12,2,1401,81
A,22,16,1,43,10
A,22,1,0,54,12
A,22,14,4,67,41
A,22,10,3,109,23
A,22,21,4,133,3
A,22,1,0,137,2
A,22,15,4,140,1
A,22,16,1,142,268
A,22,15,4,411,13
A,22,16,1,425,235
A,22,18,2,661,31
A,22,1,0,693,0
A,22,15,4,694,1
A,22,1,0,696,2
A,22,12,2,699,60
A,22,1,0,760,20
A,22,12,2,781,103
A,22,27,1,885,8
A,22,1,0,894,542
A,22,27,1,1437,45
A,23,10,3,43,13
A,23,15,4,57,6
A,23,10,3,64,14
A,23,21,4,79,3
A,23,1,0,83,2
A,23,18,2,86,24
A,23,1,0,111,1
A,23,11,1,113,283
A,23,15,4,397,4
A,23,16,1,402,51
A,23,15,4,454,19
A,23,22,2,474,7
A,23,16,1,482,73
A,23,12,2,556,17
A,23,1,0,574,11
A,23,12,2,586,127
A,23,1,0,714,3
A,23,15,4,718,1
A,23,1,0,720,0
A,23,22,2,721,1
A,23,1,0,723,3
A,23,12,2,727,121
A,23,27,1,849,7
A,23,2,0,857,58
A,23,27,1,916,1
A,23,12,2,918,55
A,23,1,0,974,8
A,23,12,2,983,12
A,23,7,3,996,20
A,23,12,2,1017,9
A,23,7,3,1027,27
A,23,22,2,1055,5
A,23,7,3,1061,10
A,23,12,2,1072,19
A,23,7,3,1092,19
A,23,12,2,1112,16
A,23,10,3,1129,8
A,23,12,2,1138,16
A,23,9,3,1155,2
A,23,12,2,1158,23
A,23,10,3,1182,8
A,23,22,2,1191,0
A,23,15,4,1192,1
A,23,1,0,1194,1
A,23,22,2,1196,91
A,23,15,4,1288,27
A,23,12,2,1316,16
A,23,10,3,1333,20
A,23,12,2,1354,10
A,23,21,4,1365,5
A,23,12,2,1371,8
A,23,11,1,1380,67
A,24,15,4,8,23
A,24,10,3,32,2
A,24,18,2,35,18
A,24,14,4,54,25
A,24,10,3,80,37
A,24,21,4,118,1
A,24,11,1,120,130
A,24,15,4,251,2
A,24,11,1,254,215
A,24,14,4,470,24
A,24,1,0,495,0
A,24,27,1,496,11
A,24,2,0,508,581
A,24,27,1,1090,4
A,24,2,0,1095,226
A,24,25,2,1322,18
A,24,27,1,1341,38
A,24,22,2,1380,9
A,24,17,1,1390,49
A,25,12,2,0,8
A,25,15,4,9,6
A,25,12,2,16,16
A,25,10,3,33,33
A,25,1,0,67,2
A,25,21,4,70,5
A,25,1,0,76,2
A,25,12,2,79,9
A,25,11,1,89,33
A,25,1,0,123,34
A,25,11,1,158,311
A,25,15,4,470,31
A,25,27,1,502,6
A,25,2,0,509,642
A,25,27,1,1152,2
A,25,1,0,1155,4
A,25,25,2,1160,23
A,25,7,3,1184,45
A,25,12,2,1230,56
A,25,27,1,1287,6
A,25,2,0,1294,113
A,25,27,1,1408,2
A,25,12,2,1411,64
A,26,14,4,36,11
A,26,12,2,48,37
A,26,15,4,86,0
A,26,10,3,87,17
A,26,1,0,105,6
A,26,10,3,112,16
A,26,1,0,129,3
A,26,21,4,133,4
A,26,1,0,138,0
A,26,12,2,139,17
A,26,1,0,157,1
A,26,11,1,159,228
A,26,15,4,388,3
A,26,16,1,392,109
A,26,15,4,502,31
A,26,27,1,534,6
A,26,2,0,541,581
A,26,22,2,1123,14
A,26,27,1,1138,3
A,26,18,2,1142,32
A,26,16,1,1175,54
A,26,8,3,1230,25
A,26,15,4,1256,7
A,26,1,0,1264,13
A,26,12,2,1278,13
A,26,1,0,1292,2
A,26,10,3,1295,10
A,26,12,2,1306,133
A,27,2,0,0,40
A,27,10,3,41,26
A,27,1,0,68,0
A,27,21,4,69,8
A,27,1,0,78,0
A,27,12,2,79,26
A,27,11,1,106,296
A,27,15,4,403,5
A,27,16,1,409,74
A,27,15,4,484,12
A,27,27,1,497,9
A,27,2,0,507,548
A,27,27,1,1056,5
A,27,2,0,1062,377
A,28,11,1,0,331
A,28,15,4,332,31
A,28,27,1,364,6
A,28,2,0,371,566
A,28,27,1,938,3
A,28,1,0,942,0
A,28,15,4,943,5
A,28,27,1,949,14
A,28,1,0,964,22
A,28,17,1,987,9
A,28,22,2,997,13
A,28,17,1,1011,4
A,28,2,0,1016,155
A,28,15,4,1172,1
A,28,1,0,1174,2
A,28,17,1,1177,27
A,28,22,2,1205,2
A,28,17,1,1208,13
A,28,14,4,1222,27
A,28,1,0,1250,28
A,28,10,3,1279,28
A,28,15,4,1308,6
A,28,1,0,1315,3
A,28,12,2,1319,4
A,28,2,0,1324,2995
