House,Day,Occupant-1 Activity ID,Occupant-1 Zone ID,Start Time,Duration
B,7,1,0,735,5
B,7,21,4,741,3
B,7,1,0,745,16
B,7,13,2,762,40
B,7,1,0,803,1558
B,8,15,4,922,3
B,8,27,1,926,1
B,8,13,2,928,33
B,8,10,3,962,4
B,8,13,2,967,9
B,8,1,0,977,7
B,8,13,2,985,12
B,8,15,4,998,1
B,8,1,0,1000,7
B,8,14,4,1008,12
B,8,27,1,1021,3
B,8,1,0,1025,15
B,8,13,2,1041,92
B,8,10,3,1134,3
B,8,1,0,1138,5
B,8,15,4,1144,0
B,8,12,2,1145,191
B,8,1,0,1337,5
B,8,12,2,1343,22
B,8,1,0,1366,1
B,8,12,2,1368,96
B,9,15,4,25,1
B,9,11,1,27,499
B,9,15,4,527,1
B,9,3,3,529,22
B,9,15,4,552,1
B,9,4,3,554,9
B,9,1,0,564,4
B,9,9,3,569,1
B,9,25,2,571,15
B,9,1,0,587,34
B,9,27,1,622,4
B,9,1,0,627,10
B,9,21,4,638,1
B,9,1,0,640,720
B,9,27,1,1361,1
B,9,1,0,1363,0
B,9,25,2,1364,115
B,10,15,4,40,1
B,10,11,1,42,538
B,10,15,4,581,1
B,10,1,0,583,10
B,10,15,4,594,2
B,10,3,3,597,17
B,10,25,2,615,24
B,10,27,1,640,2
B,10,21,4,643,0
B,10,1,0,644,696
B,10,15,4,1341,2
B,10,27,1,1344,0
B,10,7,3,1345,21
B,10,1,0,1367,6
B,10,12,2,1374,113
B,11,11,1,48,593
B,11,15,4,642,2
B,11,1,0,645,17
B,11,25,2,663,4
B,11,15,4,668,1
B,11,1,0,670,8
B,11,3,3,679,32
B,11,12,2,712,60
B,11,1,0,773,50
B,11,27,1,824,1
B,11,1,0,826,6
B,11,9,3,833,1
B,11,1,0,835,6
B,11,21,4,842,2
B,11,1,0,845,793
B,12,27,1,199,1
B,12,1,0,201,2
B,12,11,1,204,484
B,12,15,4,689,2
B,12,1,0,692,4
B,12,3,3,697,2
B,12,17,1,700,9
B,12,4,3,710,9
B,12,18,2,720,28
B,12,15,4,749,1
B,12,13,2,751,35
B,12,14,4,787,11
B,12,27,1,799,2
B,12,1,0,802,5
B,12,9,3,808,1
B,12,21,4,810,5
B,12,1,0,816,709
B,13,27,1,86,0
B,13,1,0,87,1
B,13,13,2,89,50
B,13,15,4,140,0
B,13,11,1,141,415
B,13,15,4,557,3
B,13,27,1,561,5
B,13,1,0,567,8
B,13,18,2,576,18
B,13,21,4,595,2
B,13,1,0,598,790
B,13,15,4,1389,0
B,13,27,1,1390,2
B,13,25,2,1393,85
B,14,15,4,39,0
B,14,11,1,40,462
B,14,15,4,503,3
B,14,27,1,507,3
B,14,1,0,511,540
B,14,27,1,1052,216
B,14,12,2,1269,113
B,14,15,4,1383,1
B,14,1,0,1385,1
B,14,11,1,1387,52
B,15,2,0,0,80
B,15,21,4,81,2
B,15,1,0,84,0
B,15,15,4,85,2
B,15,11,1,88,494
B,15,15,4,583,1
B,15,1,0,585,12
B,15,15,4,598,1
B,15,1,0,600,51
B,15,3,3,652,18
B,15,1,0,671,21
B,15,21,4,693,1
B,15,1,0,695,744
B,16,11,1,0,611
B,16,15,4,612,1
B,16,27,1,614,4
B,16,3,3,619,16
B,16,18,2,636,8
B,16,15,4,645,1
B,16,13,2,647,45
B,16,10,3,693,1
B,16,13,2,695,91
B,16,15,4,787,0
B,16,13,2,788,86
B,16,10,3,875,3
B,16,13,2,879,23
B,16,15,4,903,0
B,16,5,3,904,50
B,16,1,0,955,9
B,16,9,3,965,13
B,16,13,2,979,83
B,16,1,0,1063,13
B,16,15,4,1077,2
B,16,13,2,1080,38
B,16,1,0,1119,30
B,16,15,4,1150,1
B,16,13,2,1152,25
B,16,7,3,1178,5
B,16,12,2,1184,178
B,16,1,0,1363,8
B,16,15,4,1372,1
B,16,12,2,1374,68
B,17,21,4,3,3
B,17,1,0,7,0
B,17,11,1,8,586
B,17,15,4,595,1
B,17,3,3,597,30
B,17,1,0,628,6
B,17,25,2,635,17
B,17,15,4,653,1
B,17,25,2,655,135
B,17,15,4,791,0
B,17,13,2,792,32
B,17,10,3,825,1
B,17,13,2,827,87
B,17,5,3,915,22
B,17,1,0,938,6
B,17,12,2,945,122
B,17,15,4,1068,1
B,17,1,0,1070,0
B,17,12,2,1071,320
B,17,1,0,1392,11
B,17,15,4,1404,2
B,17,1,0,1407,3
B,17,12,2,1411,28
B,18,11,1,0,553
B,18,15,4,554,1
B,18,3,3,556,26
B,18,15,4,583,3
B,18,18,2,587,31
B,18,27,1,619,3
B,18,21,4,623,1
B,18,1,0,625,628
B,18,27,1,1254,0
B,18,12,2,1255,93
B,18,10,3,1349,1
B,18,13,2,1351,40
B,18,15,4,1392,1
B,18,13,2,1394,38
B,18,21,4,1433,2
B,18,11,1,1436,543
B,19,15,4,540,1
B,19,3,3,542,27
B,19,18,2,570,13
B,19,15,4,584,1
B,19,13,2,586,45
B,19,14,4,632,6
B,19,27,1,639,3
B,19,1,0,643,14
B,19,21,4,658,3
B,19,1,0,662,489
B,19,27,1,1152,0
B,19,1,0,1153,1
B,19,7,3,1155,19
B,19,12,2,1175,182
B,19,15,4,1358,0
B,19,12,2,1359,83
B,20,15,4,3,0
B,20,1,0,4,0
B,20,11,1,5,558
B,20,15,4,564,2
B,20,3,3,567,13
B,20,18,2,581,9
B,20,15,4,591,2
B,20,27,1,594,2
B,20,1,0,597,11
B,20,21,4,609,1
B,20,1,0,611,710
B,20,27,1,1322,0
B,20,1,0,1323,6
B,20,15,4,1330,1
B,20,12,2,1332,165
B,21,15,4,58,1
B,21,12,2,60,1
B,21,11,1,62,470
B,21,15,4,533,2
B,21,3,3,536,19
B,21,18,2,556,9
B,21,1,0,566,2
B,21,13,2,569,66
B,21,15,4,636,1
B,21,13,2,638,194
B,21,5,3,833,9
B,21,15,4,843,1
B,21,27,1,845,1
B,21,1,0,847,29
B,21,13,2,877,171
B,21,15,4,1049,1
B,21,1,0,1051,7
B,21,12,2,1059,71
B,21,7,3,1131,23
B,21,12,2,1155,121
B,21,15,4,1277,0
B,21,12,2,1278,94
B,21,11,1,1373,294
B,22,15,4,228,1
B,22,11,1,230,274
B,22,15,4,505,1
B,22,3,3,507,22
B,22,17,1,530,7
B,22,15,4,538,1
B,22,1,0,540,2
B,22,13,2,543,146
B,22,15,4,690,0
B,22,13,2,691,118
B,22,5,3,810,21
B,22,1,0,832,4
B,22,21,4,837,0
B,22,13,2,838,116
B,22,10,3,955,2
B,22,12,2,958,36
B,22,1,0,995,2
B,22,13,2,998,114
B,22,15,4,1113,0
B,22,13,2,1114,42
B,22,19,3,1157,19
B,22,12,2,1177,73
B,22,10,3,1251,6
B,22,12,2,1258,28
B,22,1,0,1287,0
B,22,14,4,1288,8
B,22,27,1,1297,5
B,22,1,0,1303,5
B,22,19,3,1309,3
B,22,1,0,1313,5
B,22,13,2,1319,140
B,23,15,4,20,1
B,23,12,2,22,20
B,23,11,1,43,428
B,23,15,4,472,1
B,23,27,1,474,3
B,23,1,0,478,4
B,23,21,4,483,1
B,23,1,0,485,785
B,23,15,4,1271,1
B,23,1,0,1273,19
B,23,14,4,1293,1
B,23,27,1,1295,1
B,23,10,3,1297,3
B,23,12,2,1301,38
B,23,21,4,1340,1
B,23,12,2,1342,68
B,23,11,1,1411,507
B,24,15,4,479,1
B,24,27,1,481,1
B,24,13,2,483,17
B,24,15,4,501,1
B,24,1,0,503,0
B,24,13,2,504,14
B,24,3,3,519,17
B,24,18,2,537,131
B,24,3,3,669,2
B,24,15,4,672,0
B,24,13,2,673,109
B,24,15,4,783,0
B,24,13,2,784,49
B,24,5,3,834,34
B,24,18,2,869,5
B,24,6,3,875,11
B,24,25,2,887,40
B,24,15,4,928,0
B,24,13,2,929,297
B,24,15,4,1227,0
B,24,7,3,1228,12
B,24,1,0,1241,0
B,24,12,2,1242,155
B,24,11,1,1398,153
B,25,15,4,112,1
B,25,1,0,114,2
B,25,11,1,117,481
B,25,15,4,599,1
B,25,11,1,601,27
B,25,14,4,629,12
B,25,27,1,642,8
B,25,1,0,651,17
B,25,21,4,669,3
B,25,1,0,673,761
B,25,27,1,1435,2
B,25,25,2,1438,7
B,26,15,4,6,3
B,26,1,0,10,0
B,26,11,1,11,501
B,26,15,4,513,1
B,26,27,1,515,3
B,26,21,4,519,2
B,26,17,1,522,2
B,26,2,0,525,745
B,26,15,4,1271,1
B,26,27,1,1273,1
B,26,1,0,1275,5
B,26,17,1,1281,5
B,26,12,2,1287,53
B,26,11,1,1341,554
B,27,15,4,456,3
B,27,18,2,460,20
B,27,3,3,481,21
B,27,18,2,503,13
B,27,27,1,517,4
B,27,15,4,522,1
B,27,1,0,524,3
B,27,13,2,528,5
B,27,2,0,534,670
B,27,15,4,1205,1
B,27,27,1,1207,9
B,27,7,3,1217,10
B,27,12,2,1228,230
B,28,21,4,19,2
B,28,11,1,22,592
B,28,1,0,615,3
B,28,15,4,619,2
B,28,3,3,622,23
B,28,18,2,646,8
B,28,15,4,655,4
B,28,9,3,660,1
B,28,17,1,662,36
B,28,18,2,699,40
B,28,1,0,740,12
B,28,24,3,753,43
B,28,15,4,797,0
B,28,13,2,798,26
B,28,19,3,825,11
B,28,13,2,837,93
B,28,15,4,931,0
B,28,19,3,932,8
B,28,14,4,941,20
B,28,27,1,962,13
B,28,21,4,976,6
B,28,1,0,983,5
B,28,18,2,989,62
B,28,10,3,1052,2
B,28,18,2,1055,40
B,28,1,0,1096,5
B,28,27,1,1102,3
B,28,15,4,1106,1
B,28,1,0,1108,1486
B,29,12,2,1155,26
B,29,7,3,1182,31
B,29,27,1,1214,1
B,29,7,3,1216,3
B,29,15,4,1220,0
B,29,7,3,1221,19
B,29,12,2,1241,109
B,29,15,4,1351,0
B,29,1,0,1352,0
B,29,12,2,1353,100
B,30,11,1,14,457
B,30,15,4,472,1
B,30,3,3,474,26
B,30,15,4,501,1
B,30,17,1,503,25
B,30,1,0,529,0
B,30,17,1,530,2
B,30,21,4,533,0
B,30,1,0,534,720
B,30,15,4,1255,0
B,30,7,3,1256,12
B,30,27,1,1269,0
B,30,1,0,1270,1
B,30,8,3,1272,11
B,30,17,1,1284,6
B,30,1,0,1291,17
B,30,12,2,1309,86
B,30,15,4,1396,1
B,30,12,2,1398,9
B,30,11,1,1408,31
