House,Day,Occupant-1 Activity ID,Occupant-1 Zone ID,Start Time,Duration
A,6,14,4,0,26
A,6,17,1,27,47
A,6,18,2,75,32
A,6,16,1,108,13
A,6,1,0,122,6
A,6,21,4,129,6
A,6,11,1,136,494
A,6,15,4,631,2
A,6,1,0,634,1
A,6,12,2,636,26
A,6,3,3,663,39
A,6,22,2,703,8
A,6,4,3,712,10
A,6,1,0,723,24
A,6,21,4,748,3
A,6,17,1,752,61
A,6,15,4,814,18
A,6,13,2,833,48
A,6,10,3,882,2
A,6,13,2,885,44
A,6,19,3,930,20
A,6,1,0,951,40
A,6,17,1,992,13
A,6,5,3,1006,39
A,6,22,2,1046,5
A,6,17,1,1052,2
A,6,25,2,1055,1
A,6,17,1,1057,32
A,6,12,2,1090,57
A,6,15,4,1148,3
A,6,13,2,1152,62
A,6,7,3,1215,74
A,6,22,2,1290,4
A,6,17,1,1295,42
A,6,12,2,1338,56
A,6,15,4,1395,2
A,6,12,2,1398,15
A,6,17,1,1414,25
A,7,18,2,0,62
A,7,17,1,63,58
A,7,12,2,122,13
A,7,27,1,136,4
A,7,2,0,141,76
A,7,27,1,218,3
A,7,15,4,222,3
A,7,17,1,226,21
A,7,21,4,248,5
A,7,11,1,254,452
A,7,15,4,707,4
A,7,1,0,712,9
A,7,17,1,722,32
A,7,18,2,755,30
A,7,3,3,786,33
A,7,17,1,820,37
A,7,21,4,858,5
A,7,27,1,864,7
A,7,2,0,872,126
A,7,27,1,999,1
A,7,15,4,1001,2
A,7,12,2,1004,27
A,7,5,3,1032,8
A,7,12,2,1041,12
A,7,5,3,1054,33
A,7,12,2,1088,75
A,7,17,1,1164,23
A,7,10,3,1188,5
A,7,12,2,1194,11
A,7,17,1,1206,7
A,7,1,0,1214,14
A,7,17,1,1229,20
A,7,12,2,1250,23
A,7,27,1,1274,4
A,7,12,2,1279,29
A,7,2,0,1309,24
A,7,12,2,1334,12
A,7,17,1,1347,7
A,7,12,2,1355,14
A,7,17,1,1370,7
A,7,12,2,1378,28
A,7,17,1,1407,10
A,7,15,4,1418,4
A,7,22,2,1423,6
A,7,10,3,1430,1
A,7,18,2,1432,40
A,8,17,1,33,68
A,8,18,2,102,19
A,8,21,4,122,7
A,8,23,1,130,6
A,8,25,2,137,4
A,8,17,1,142,489
A,8,15,4,632,3
A,8,1,0,636,2
A,8,12,2,639,38
A,8,17,1,678,9
A,8,21,4,688,2
A,8,2,0,691,97
A,8,22,2,789,4
A,8,27,1,794,1
A,8,22,2,796,6
A,8,21,4,803,23
A,8,12,2,827,53
A,8,14,4,881,32
A,8,13,2,914,164
A,8,1,0,1079,5
A,8,10,3,1085,2
A,8,15,4,1088,4
A,8,12,2,1093,69
A,8,17,1,1163,34
A,8,7,3,1198,84
A,8,12,2,1283,90
A,8,10,3,1374,7
A,8,15,4,1382,4
A,8,12,2,1387,94
A,9,17,1,42,17
A,9,22,2,60,16
A,9,17,1,77,24
A,9,15,4,102,7
A,9,1,0,110,3
A,9,12,2,114,7
A,9,21,4,122,9
A,9,1,0,132,1
A,9,17,1,134,484
A,9,12,2,619,23
A,9,1,0,643,11
A,9,15,4,655,4
A,9,3,3,660,61
A,9,12,2,722,22
A,9,17,1,745,43
A,9,1,0,789,19
A,9,12,2,809,52
A,9,15,4,862,2
A,9,1,0,865,24
A,9,25,2,890,5
A,9,17,1,896,58
A,9,5,3,955,30
A,9,17,1,986,13
A,9,21,4,1000,5
A,9,13,2,1006,89
A,9,15,4,1096,40
A,9,17,1,1137,26
A,9,10,3,1164,9
A,9,13,2,1174,7
A,9,17,1,1182,30
A,9,7,3,1213,48
A,9,12,2,1262,8
A,9,9,3,1271,4
A,9,12,2,1276,102
A,9,15,4,1379,4
A,9,22,2,1384,55
A,10,2,0,0,26
A,10,26,2,27,1
A,10,27,1,29,4
A,10,1,0,34,1
A,10,15,4,36,6
A,10,26,2,43,17
A,10,10,3,61,10
A,10,26,2,72,68
A,10,11,1,141,489
A,10,12,2,631,26
A,10,1,0,658,4
A,10,15,4,663,6
A,10,17,1,670,27
A,10,2,0,698,6
A,10,3,3,705,95
A,10,12,2,801,54
A,10,17,1,856,24
A,10,1,0,881,9
A,10,15,4,891,26
A,10,1,0,918,11
A,10,24,3,930,20
A,10,22,2,951,20
A,10,24,3,972,11
A,10,22,2,984,9
A,10,27,1,994,5
A,10,2,0,1000,69
A,10,27,1,1070,1
A,10,14,4,1072,36
A,10,25,2,1109,78
A,10,17,1,1188,6
A,10,2,0,1195,244
A,11,17,1,0,4
A,11,12,2,5,65
A,11,15,4,71,5
A,11,17,1,77,72
A,11,21,4,150,7
A,11,11,1,158,423
A,11,1,0,582,5
A,11,15,4,588,2
A,11,12,2,591,42
A,11,3,3,634,69
A,11,17,1,704,25
A,11,21,4,730,4
A,11,13,2,735,129
A,11,15,4,865,38
A,11,5,3,904,27
A,11,17,1,932,14
A,11,2,0,947,227
A,11,12,2,1175,21
A,11,27,1,1197,1
A,11,15,4,1199,19
A,11,17,1,1219,3
A,11,7,3,1223,57
A,11,12,2,1281,14
A,11,9,3,1296,3
A,11,22,2,1300,37
A,11,17,1,1338,101
A,12,12,2,0,30
A,12,17,1,31,72
A,12,21,4,104,4
A,12,11,1,109,466
A,12,15,4,576,2
A,12,1,0,579,8
A,12,12,2,588,35
A,12,3,3,624,62
A,12,17,1,687,28
A,12,9,3,716,7
A,12,13,2,724,156
A,12,1,0,881,24
A,12,15,4,906,1
A,12,10,3,908,0
A,12,12,2,909,16
A,12,5,3,926,43
A,12,22,2,970,10
A,12,6,3,981,29
A,12,17,1,1011,27
A,12,22,2,1039,10
A,12,21,4,1050,2
A,12,13,2,1053,49
A,12,15,4,1103,3
A,12,13,2,1107,52
A,12,14,4,1160,16
A,12,7,3,1177,35
A,12,18,2,1213,17
A,12,7,3,1231,28
A,12,21,4,1260,3
A,12,12,2,1264,23
A,12,27,1,1288,4
A,12,2,0,1293,146
A,13,12,2,0,28
A,13,17,1,29,31
A,13,12,2,61,12
A,13,15,4,74,8
A,13,12,2,83,41
A,13,17,1,125,28
A,13,21,4,154,2
A,13,11,1,157,509
A,13,15,4,667,7
A,13,1,0,675,3
A,13,12,2,679,19
A,13,3,3,699,8
A,13,22,2,708,10
A,13,3,3,719,7
A,13,17,1,727,26
A,13,4,3,754,40
A,13,1,0,795,6
A,13,21,4,802,31
A,13,17,1,834,27
A,13,10,3,862,1
A,13,22,2,864,32
A,13,14,4,897,20
A,13,27,1,918,5
A,13,22,2,924,20
A,13,2,0,945,216
A,13,27,1,1162,0
A,13,12,2,1163,67
A,13,15,4,1231,6
A,13,13,2,1238,35
A,13,10,3,1274,2
A,13,13,2,1277,43
A,13,7,3,1321,33
A,13,12,2,1355,71
A,13,10,3,1427,5
A,13,15,4,1433,3
A,13,10,3,1437,1
A,13,12,2,1439,5
A,14,17,1,5,4
A,14,25,2,10,8
A,14,17,1,19,39
A,14,12,2,59,0
A,14,17,1,60,11
A,14,1,0,72,3
A,14,22,2,76,15
A,14,1,0,92,8
A,14,17,1,101,18
A,14,12,2,120,21
A,14,1,0,142,1
A,14,15,4,144,5
A,14,17,1,150,4
A,14,21,4,155,3
A,14,1,0,159,8
A,14,11,1,168,400
A,14,15,4,569,8
A,14,1,0,578,7
A,14,17,1,586,10
A,14,10,3,597,4
A,14,21,4,602,4
A,14,27,1,607,7
A,14,2,0,615,201
A,14,12,2,817,57
A,14,27,1,875,2
A,14,12,2,878,7
A,14,1,0,886,7
A,14,15,4,894,8
A,14,17,1,903,54
A,14,5,3,958,43
A,14,21,4,1002,5
A,14,17,1,1008,4
A,14,22,2,1013,19
A,14,17,1,1033,38
A,14,12,2,1072,22
A,14,15,4,1095,2
A,14,12,2,1098,65
A,14,15,4,1164,5
A,14,17,1,1170,57
A,14,1,0,1228,9
A,14,15,4,1238,58
A,14,7,3,1297,26
A,14,22,2,1324,13
A,14,7,3,1338,33
A,14,17,1,1372,14
A,14,12,2,1387,52
A,15,17,1,0,40
A,15,18,2,41,44
A,15,17,1,86,9
A,15,22,2,96,44
A,15,21,4,141,3
A,15,11,1,145,514
A,15,15,4,660,6
A,15,1,0,667,5
A,15,12,2,673,43
A,15,17,1,717,6
A,15,3,3,724,0
A,15,2,0,725,11
A,15,3,3,737,52
A,15,22,2,790,24
A,15,9,3,815,5
A,15,17,1,821,51
A,15,21,4,873,5
A,15,1,0,879,15
A,15,17,1,895,10
A,15,1,0,906,9
A,15,17,1,916,46
A,15,5,3,963,22
A,15,23,1,986,15
A,15,5,3,1002,30
A,15,21,4,1033,1
A,15,12,2,1035,26
A,15,15,4,1062,1
A,15,18,2,1064,31
A,15,15,4,1096,44
A,15,27,1,1141,9
A,15,2,0,1151,4
A,15,27,1,1156,1
A,15,2,0,1158,204
A,15,22,2,1363,28
A,15,27,1,1392,4
A,15,22,2,1397,29
A,15,15,4,1427,4
A,15,1,0,1432,7
A,16,12,2,0,115
A,16,21,4,116,3
A,16,11,1,120,478
A,16,1,0,599,2
A,16,18,2,602,20
A,16,17,1,623,26
A,16,15,4,650,2
A,16,3,3,653,34
A,16,12,2,688,45
A,16,21,4,734,4
A,16,25,2,739,62
A,16,17,1,802,3
A,16,15,4,806,16
A,16,22,2,823,33
A,16,14,4,857,34
A,16,5,3,892,24
A,16,21,4,917,3
A,16,12,2,921,98
A,16,10,3,1020,9
A,16,12,2,1030,21
A,16,1,0,1052,2
A,16,18,2,1055,44
A,16,15,4,1100,2
A,16,27,1,1103,6
A,16,2,0,1110,233
A,16,27,1,1344,1
A,16,12,2,1346,45
A,16,10,3,1392,2
A,16,12,2,1395,134
A,17,21,4,90,4
A,17,17,1,95,41
A,17,1,0,137,2
A,17,17,1,140,25
A,17,21,4,166,7
A,17,11,1,174,475
A,17,1,0,650,4
A,17,12,2,655,60
A,17,1,0,716,10
A,17,15,4,727,11
A,17,2,0,739,6
A,17,3,3,746,5
A,17,17,1,752,13
A,17,3,3,766,37
A,17,17,1,804,14
A,17,22,2,819,45
A,17,17,1,865,62
A,17,24,3,928,117
A,17,22,2,1046,29
A,17,16,1,1076,94
A,17,18,2,1171,21
A,17,15,4,1193,63
A,17,7,3,1257,13
A,17,12,2,1271,5
A,17,7,3,1277,25
A,17,22,2,1303,5
A,17,9,3,1309,3
A,17,12,2,1313,101
A,17,17,1,1415,24
A,18,15,4,0,33
A,18,1,0,34,18
A,18,17,1,53,34
A,18,22,2,88,6
A,18,17,1,95,502
A,18,15,4,598,7
A,18,12,2,606,32
A,18,1,0,639,4
A,18,3,3,644,8
A,18,12,2,653,13
A,18,3,3,667,52
A,18,21,4,720,5
A,18,17,1,726,35
A,18,13,2,762,128
A,18,15,4,891,3
A,18,13,2,895,101
A,18,5,3,997,28
A,18,2,0,1026,6
A,18,5,3,1033,28
A,18,17,1,1062,71
A,18,10,3,1134,14
A,18,15,4,1149,2
A,18,13,2,1152,136
A,18,7,3,1289,48
A,18,12,2,1338,52
A,18,10,3,1391,2
A,18,12,2,1394,45
A,19,17,1,0,43
A,19,12,2,44,51
A,19,17,1,96,37
A,19,21,4,134,7
A,19,11,1,142,443
A,19,15,4,586,3
A,19,1,0,590,14
A,19,17,1,605,24
A,19,2,0,630,5
A,19,3,3,636,14
A,19,12,2,651,11
A,19,3,3,663,49
A,19,22,2,713,6
A,19,17,1,720,5
A,19,21,4,726,7
A,19,22,2,734,2
A,19,17,1,737,42
A,19,13,2,780,24
A,19,1,0,805,27
A,19,12,2,833,22
A,19,17,1,856,26
A,19,22,2,883,25
A,19,1,0,909,7
A,19,17,1,917,54
A,19,1,0,972,1
A,19,15,4,974,67
A,19,5,3,1042,62
A,19,22,2,1105,74
A,19,17,1,1180,38
A,19,8,3,1219,16
A,19,22,2,1236,17
A,19,9,3,1254,0
A,19,15,4,1255,4
A,19,17,1,1260,35
A,19,19,3,1296,10
A,19,22,2,1307,14
A,19,19,3,1322,15
A,19,12,2,1338,18
A,19,27,1,1357,5
A,19,2,0,1363,72
A,19,15,4,1436,3
A,20,17,1,0,80
A,20,22,2,81,32
A,20,17,1,114,11
A,20,21,4,126,9
A,20,11,1,136,487
A,20,15,4,624,8
A,20,1,0,633,2
A,20,12,2,636,27
A,20,17,1,664,19
A,20,3,3,684,22
A,20,22,2,707,5
A,20,4,3,713,41
A,20,17,1,755,15
A,20,1,0,771,10
A,20,13,2,782,72
A,20,17,1,855,8
A,20,15,4,864,25
A,20,27,1,890,11
A,20,22,2,902,20
A,20,21,4,923,3
A,20,2,0,927,139
A,20,12,2,1067,52
A,20,27,1,1120,2
A,20,1,0,1123,0
A,20,15,4,1124,6
A,20,17,1,1131,36
A,20,7,3,1168,83
A,20,13,2,1252,137
A,20,15,4,1390,1
A,20,12,2,1392,105
A,21,1,0,58,33
A,21,22,2,92,23
A,21,15,4,116,6
A,21,17,1,123,27
A,21,21,4,151,4
A,21,11,1,156,452
A,21,12,2,609,37
A,21,1,0,647,2
A,21,15,4,650,10
A,21,3,3,661,39
A,21,22,2,701,27
A,21,21,4,729,2
A,21,13,2,732,149
A,21,27,1,882,4
A,21,2,0,887,77
A,21,27,1,965,1
A,21,15,4,967,3
A,21,19,3,971,10
A,21,17,1,982,36
A,21,12,2,1019,9
A,21,1,0,1029,6
A,21,22,2,1036,13
A,21,17,1,1050,8
A,21,15,4,1059,26
A,21,10,3,1086,0
A,21,12,2,1087,11
A,21,10,3,1099,6
A,21,18,2,1106,40
A,21,1,0,1147,0
A,21,18,2,1148,9
A,21,1,0,1158,19
A,21,7,3,1178,67
A,21,17,1,1246,23
A,21,18,2,1270,62
A,21,17,1,1333,20
A,21,12,2,1354,27
A,21,15,4,1382,1
A,21,12,2,1384,9
A,21,10,3,1394,7
A,21,17,1,1402,37
A,22,22,2,0,22
A,22,27,1,23,2
A,22,12,2,26,16
A,22,15,4,43,20
A,22,18,2,64,18
A,22,16,1,83,475
A,22,12,2,559,35
A,22,1,0,595,6
A,22,12,2,602,23
A,22,3,3,626,3
A,22,15,4,630,7
A,22,22,2,638,2
A,22,3,3,641,11
A,22,12,2,653,10
A,22,2,0,664,6
A,22,3,3,671,28
A,22,18,2,700,184
A,22,14,4,885,13
A,22,27,1,899,5
A,22,2,0,905,534
A,23,21,4,0,5
A,23,12,2,6,18
A,23,11,1,25,484
A,23,15,4,510,22
A,23,1,0,533,5
A,23,12,2,539,32
A,23,3,3,572,9
A,23,12,2,582,7
A,23,3,3,590,36
A,23,21,4,627,3
A,23,18,2,631,26
A,23,14,4,658,19
A,23,22,2,678,26
A,23,27,1,705,9
A,23,2,0,715,314
A,23,15,4,1030,6
A,23,1,0,1037,4
A,23,27,1,1042,3
A,23,22,2,1046,16
A,23,7,3,1063,9
A,23,12,2,1073,18
A,23,7,3,1092,31
A,23,1,0,1124,17
A,23,10,3,1142,15
A,23,1,0,1158,8
A,23,22,2,1167,4
A,23,10,3,1172,1
A,23,12,2,1174,85
A,23,15,4,1260,2
A,23,12,2,1263,87
A,23,10,3,1351,3
A,23,12,2,1355,25
A,23,15,4,1381,3
A,23,17,1,1385,54
A,24,10,3,0,3
A,24,17,1,4,21
A,24,12,2,26,66
A,24,17,1,93,7
A,24,12,2,101,5
A,24,15,4,107,6
A,24,12,2,114,5
A,24,17,1,120,7
A,24,21,4,128,6
A,24,11,1,135,466
A,24,15,4,602,3
A,24,16,1,606,4
A,24,1,0,611,25
A,24,15,4,637,18
A,24,17,1,656,38
A,24,3,3,695,3
A,24,17,1,699,15
A,24,3,3,715,48
A,24,17,1,764,22
A,24,1,0,787,14
A,24,12,2,802,11
A,24,21,4,814,17
A,24,12,2,832,12
A,24,27,1,845,5
A,24,2,0,851,281
A,24,15,4,1133,3
A,24,12,2,1137,33
A,24,27,1,1171,78
A,24,7,3,1250,41
A,24,17,1,1292,29
A,24,25,2,1322,18
A,24,17,1,1341,6
A,24,22,2,1348,25
A,24,17,1,1374,65
A,25,15,4,0,2
A,25,22,2,3,4
A,25,17,1,8,98
A,25,10,3,107,15
A,25,17,1,123,481
A,25,12,2,605,26
A,25,1,0,632,7
A,25,3,3,640,70
A,25,15,4,711,5
A,25,17,1,717,25
A,25,22,2,743,101
A,25,15,4,845,20
A,25,17,1,866,65
A,25,5,3,932,33
A,25,17,1,966,11
A,25,5,3,978,7
A,25,22,2,986,9
A,25,6,3,996,33
A,25,17,1,1030,10
A,25,9,3,1041,5
A,25,18,2,1047,28
A,25,16,1,1076,80
A,25,15,4,1157,2
A,25,25,2,1160,14
A,25,7,3,1175,16
A,25,12,2,1192,8
A,25,8,3,1201,34
A,25,12,2,1236,58
A,25,27,1,1295,2
A,25,2,0,1298,109
A,25,27,1,1408,70
A,26,22,2,39,45
A,26,1,0,85,7
A,26,15,4,93,1
A,26,12,2,95,16
A,26,10,3,112,1
A,26,13,2,114,45
A,26,10,3,160,1
A,26,22,2,162,2
A,26,10,3,165,19
A,26,17,1,185,35
A,26,15,4,221,8
A,26,23,1,230,75
A,26,15,4,306,7
A,26,11,1,314,478
A,26,15,4,793,3
A,26,12,2,797,72
A,26,1,0,870,6
A,26,12,2,877,42
A,26,17,1,920,2
A,26,18,2,923,54
A,26,15,4,978,2
A,26,27,1,981,5
A,26,2,0,987,55
A,26,17,1,1043,22
A,26,1,0,1066,1
A,26,17,1,1068,35
A,26,15,4,1104,35
A,26,7,3,1140,50
A,26,22,2,1191,27
A,26,2,0,1219,5
A,26,7,3,1225,32
A,26,12,2,1258,1
A,26,1,0,1260,17
A,26,12,2,1278,96
A,26,17,1,1375,15
A,26,1,0,1391,1
A,26,17,1,1393,22
A,26,10,3,1416,1
A,26,12,2,1418,21
A,27,2,0,0,40
A,27,15,4,41,1
A,27,10,3,43,23
A,27,1,0,67,1
A,27,27,1,69,3
A,27,12,2,73,32
A,27,14,4,106,30
A,27,17,1,137,497
A,27,1,0,635,86
A,27,15,4,722,2
A,27,17,1,725,13
A,27,22,2,739,7
A,27,3,3,747,59
A,27,17,1,807,6
A,27,22,2,814,1
A,27,17,1,816,10
A,27,12,2,827,27
A,27,21,4,855,2
A,27,12,2,858,4
A,27,15,4,863,35
A,27,27,1,899,13
A,27,2,0,913,526
A,28,17,1,0,234
A,28,1,0,235,0
A,28,11,1,236,328
A,28,15,4,565,4
A,28,1,0,570,4
A,28,3,3,575,20
A,28,2,0,596,4
A,28,3,3,601,69
A,28,22,2,671,33
A,28,10,3,705,2
A,28,12,2,708,27
A,28,17,1,736,16
A,28,13,2,753,65
A,28,15,4,819,4
A,28,13,2,824,72
A,28,5,3,897,2
A,28,13,2,900,10
A,28,5,3,911,17
A,28,21,4,929,2
A,28,9,3,932,11
A,28,13,2,944,35
A,28,2,0,980,6
A,28,26,2,987,16
A,28,27,1,1004,0
A,28,1,0,1005,350
A,28,26,2,1356,23
A,28,27,1,1380,1
A,28,15,4,1382,3
A,28,1,0,1386,20
A,28,10,3,1407,21
A,28,21,4,1429,3
A,28,17,1,1433,6
A,29,12,2,0,53
A,29,21,4,54,2
A,29,11,1,57,533
A,29,15,4,591,21
A,29,1,0,613,13
A,29,3,3,627,7
A,29,22,2,635,14
A,29,3,3,650,8
A,29,2,0,659,8
A,29,3,3,668,48
A,29,22,2,717,16
A,29,9,3,734,9
A,29,12,2,744,39
A,29,17,1,784,166
A,29,1,0,951,4
A,29,15,4,956,40
A,29,5,3,997,5
A,29,22,2,1003,9
A,29,5,3,1013,45
A,29,1,0,1059,2
A,29,17,1,1062,16
A,29,22,2,1079,25
A,29,17,1,1105,19
A,29,21,4,1125,4
A,29,22,2,1130,20
A,29,10,3,1151,1
A,29,23,1,1153,33
A,29,15,4,1187,2
A,29,27,1,1190,11
A,29,2,0,1202,173
A,29,10,3,1376,2
A,29,12,2,1379,53
A,29,27,1,1433,6
A,30,12,2,0,23
A,30,17,1,24,60
A,30,15,4,85,5
A,30,11,1,91,451
A,30,12,2,543,38
A,30,1,0,582,11
A,30,3,3,594,27
A,30,17,1,622,16
A,30,3,3,639,7
A,30,2,0,647,5
A,30,4,3,653,29
A,30,22,2,683,9
A,30,4,3,693,26
A,30,15,4,720,6
A,30,12,2,727,45
A,30,17,1,773,22
A,30,15,4,796,66
A,30,17,1,863,31
A,30,5,3,895,4
A,30,22,2,900,10
A,30,5,3,911,35
A,30,26,2,947,2
A,30,6,3,950,37
A,30,21,4,988,3
A,30,22,2,992,20
A,30,17,1,1013,34
A,30,2,0,1048,311
A,30,15,4,1360,5
A,30,12,2,1366,19
A,30,27,1,1386,45
A,30,10,3,1432,1
A,30,12,2,1434,5
